link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,VDF_alpha1,VDF_beta1
976,Third Street Extension,20188994,716,715,1,"LINESTRING (-76.5105321 42.4471763, -76.5104464 42.447242, -76.510144 42.447606, -76.510029 42.447743, -76.509924 42.447839, -76.50987 42.447876, -76.509771 42.447931, -76.50958 42.448055, -76.509407 42.448179, -76.508853 42.448659, -76.5079062 42.4495236, -76.507855 42.4495712)",1,346.59,unclassified,20,30,1,600,auto,,0.15,4.0
977,Spencer Road,20189011,717,718,1,"LINESTRING (-76.5185565 42.4195809, -76.5186955 42.4196669, -76.518799 42.4197304, -76.519057 42.4198955, -76.5192743 42.4200345, -76.5194357 42.420113)",1,93.43,unclassified,20,30,1,600,auto,,0.15,4.0
978,Spencer Road,20189011,718,717,1,"LINESTRING (-76.5194357 42.420113, -76.5192743 42.4200345, -76.519057 42.4198955, -76.518799 42.4197304, -76.5186955 42.4196669, -76.5185565 42.4195809)",1,93.43,unclassified,20,30,1,600,auto,,0.15,4.0
979,West State Street,20189037,719,270,1,"LINESTRING (-76.5078982 42.4392688, -76.5073788 42.4392849, -76.5062457 42.4393211, -76.506134 42.439324)",1,144.90,tertiary,5,40,1,900,auto,,0.15,4.0
980,West State Street,20189037,270,720,1,"LINESTRING (-76.506134 42.439324, -76.5060341 42.4393269)",1,8.20,tertiary,5,40,1,900,auto,,0.15,4.0
981,West State Street,20189037,720,270,1,"LINESTRING (-76.5060341 42.4393269, -76.506134 42.439324)",1,8.20,tertiary,5,40,1,900,auto,,0.15,4.0
982,West State Street,20189037,270,719,1,"LINESTRING (-76.506134 42.439324, -76.5062457 42.4393211, -76.5073788 42.4392849, -76.5078982 42.4392688)",1,144.90,tertiary,5,40,1,900,auto,,0.15,4.0
983,Alice Miller Way,20189049,721,722,1,"LINESTRING (-76.5033549 42.4484754, -76.5033527 42.4485666, -76.5033864 42.4490516, -76.5034287 42.449257, -76.5034676 42.4493568, -76.5035424 42.4494697, -76.5036353 42.4495381, -76.503693 42.449549, -76.503769 42.449551)",1,134.66,unclassified,20,30,1,600,auto,,0.15,4.0
984,West Lewis Street,20189068,723,724,1,"LINESTRING (-76.500814 42.4494943, -76.5006968 42.4494817, -76.5006664 42.4494819, -76.4997206 42.4495128, -76.4996874 42.4495135, -76.499563 42.449519)",1,102.84,unclassified,20,30,1,600,auto,,0.15,4.0
985,West Lewis Street,20189068,724,723,1,"LINESTRING (-76.499563 42.449519, -76.4996874 42.4495135, -76.4997206 42.4495128, -76.5006664 42.4494819, -76.5006968 42.4494817, -76.500814 42.4494943)",1,102.84,unclassified,20,30,1,600,auto,,0.15,4.0
986,College Avenue,20189073,725,726,1,"LINESTRING (-76.4852913 42.442484, -76.4852531 42.4416808, -76.4852496 42.4416168)",1,96.49,tertiary,5,40,1,900,auto,,0.15,4.0
987,College Avenue,20189073,726,725,1,"LINESTRING (-76.4852496 42.4416168, -76.4852531 42.4416808, -76.4852913 42.442484)",1,96.49,tertiary,5,40,1,900,auto,,0.15,4.0
988,South Street,20189081,727,728,1,"LINESTRING (-76.508095 42.433747, -76.5079637 42.4337536, -76.507322 42.43377, -76.505948 42.433811, -76.505841 42.433803)",1,185.18,unclassified,20,30,1,600,auto,,0.15,4.0
989,South Street,20189081,728,727,1,"LINESTRING (-76.505841 42.433803, -76.505948 42.433811, -76.507322 42.43377, -76.5079637 42.4337536, -76.508095 42.433747)",1,185.18,unclassified,20,30,1,600,auto,,0.15,4.0
990,East Buffalo Street,20189089,569,729,1,"LINESTRING (-76.490795 42.441542, -76.4898917 42.4415706, -76.489815 42.441573)",1,80.49,tertiary,5,40,1,900,auto,,0.15,4.0
991,East Buffalo Street,20189089,647,730,1,"LINESTRING (-76.494401 42.441441, -76.494234 42.441448)",1,13.73,tertiary,5,40,1,900,auto,,0.15,4.0
992,East Buffalo Street,20189089,731,569,1,"LINESTRING (-76.491437 42.441525, -76.490795 42.441542)",1,52.72,tertiary,5,40,1,900,auto,,0.15,4.0
993,East Buffalo Street,20189089,730,732,1,"LINESTRING (-76.494234 42.441448, -76.4939855 42.4414558, -76.49353 42.44147)",1,57.82,tertiary,5,40,1,900,auto,,0.15,4.0
994,East Buffalo Street,20189089,733,731,1,"LINESTRING (-76.492042 42.441508, -76.491786 42.441518, -76.491437 42.441525)",1,49.69,tertiary,5,40,1,900,auto,,0.15,4.0
995,East Buffalo Street,20189089,422,733,1,"LINESTRING (-76.492206 42.441506, -76.492042 42.441508)",1,13.46,tertiary,5,40,1,900,auto,,0.15,4.0
996,East Buffalo Street,20189089,734,422,1,"LINESTRING (-76.492834 42.441489, -76.4923678 42.4415016, -76.492206 42.441506)",1,51.57,tertiary,5,40,1,900,auto,,0.15,4.0
997,East Buffalo Street,20189089,732,734,1,"LINESTRING (-76.49353 42.44147, -76.493266 42.441474, -76.492834 42.441489)",1,57.16,tertiary,5,40,1,900,auto,,0.15,4.0
998,East Buffalo Street,20189089,735,647,1,"LINESTRING (-76.4957286 42.4414065, -76.4956214 42.4414089, -76.494401 42.441441)",1,109.01,tertiary,5,40,1,900,auto,,0.15,4.0
999,East Buffalo Street,20189089,736,735,1,"LINESTRING (-76.4968947 42.4413758, -76.4968085 42.44138, -76.4960254 42.4413999, -76.4958192 42.4414051, -76.4957286 42.4414065)",1,95.75,tertiary,5,40,1,900,auto,,0.15,4.0
1000,East Buffalo Street,20189089,737,736,1,"LINESTRING (-76.499106 42.441312, -76.499011 42.4413146, -76.498146 42.4413393, -76.4974798 42.4413573, -76.4969947 42.4413712, -76.4968947 42.4413758)",1,181.60,tertiary,5,40,1,900,auto,,0.15,4.0
1001,East Buffalo Street,20189089,569,731,1,"LINESTRING (-76.490795 42.441542, -76.491437 42.441525)",1,52.72,tertiary,5,40,1,900,auto,,0.15,4.0
1002,East Buffalo Street,20189089,730,647,1,"LINESTRING (-76.494234 42.441448, -76.494401 42.441441)",1,13.73,tertiary,5,40,1,900,auto,,0.15,4.0
1003,East Buffalo Street,20189089,732,730,1,"LINESTRING (-76.49353 42.44147, -76.4939855 42.4414558, -76.494234 42.441448)",1,57.82,tertiary,5,40,1,900,auto,,0.15,4.0
1004,East Buffalo Street,20189089,647,735,1,"LINESTRING (-76.494401 42.441441, -76.4956214 42.4414089, -76.4957286 42.4414065)",1,109.01,tertiary,5,40,1,900,auto,,0.15,4.0
1005,East Buffalo Street,20189089,735,736,1,"LINESTRING (-76.4957286 42.4414065, -76.4958192 42.4414051, -76.4960254 42.4413999, -76.4968085 42.44138, -76.4968947 42.4413758)",1,95.75,tertiary,5,40,1,900,auto,,0.15,4.0
1006,East Buffalo Street,20189089,736,737,1,"LINESTRING (-76.4968947 42.4413758, -76.4969947 42.4413712, -76.4974798 42.4413573, -76.498146 42.4413393, -76.499011 42.4413146, -76.499106 42.441312)",1,181.60,tertiary,5,40,1,900,auto,,0.15,4.0
1007,East Buffalo Street,20189089,734,732,1,"LINESTRING (-76.492834 42.441489, -76.493266 42.441474, -76.49353 42.44147)",1,57.16,tertiary,5,40,1,900,auto,,0.15,4.0
1008,East Buffalo Street,20189089,422,734,1,"LINESTRING (-76.492206 42.441506, -76.4923678 42.4415016, -76.492834 42.441489)",1,51.57,tertiary,5,40,1,900,auto,,0.15,4.0
1009,East Buffalo Street,20189089,733,422,1,"LINESTRING (-76.492042 42.441508, -76.492206 42.441506)",1,13.46,tertiary,5,40,1,900,auto,,0.15,4.0
1010,East Buffalo Street,20189089,731,733,1,"LINESTRING (-76.491437 42.441525, -76.491786 42.441518, -76.492042 42.441508)",1,49.69,tertiary,5,40,1,900,auto,,0.15,4.0
1011,East Buffalo Street,20189089,729,569,1,"LINESTRING (-76.489815 42.441573, -76.4898917 42.4415706, -76.490795 42.441542)",1,80.49,tertiary,5,40,1,900,auto,,0.15,4.0
1012,Pearl Street,20189093,738,739,1,"LINESTRING (-76.475295 42.4389561, -76.4753002 42.4390297, -76.4753408 42.4398961)",1,104.59,residential,6,30,1,600,auto,,0.15,4.0
1013,Pearl Street,20189093,740,738,1,"LINESTRING (-76.4752494 42.4377825, -76.4752925 42.4388884, -76.475295 42.4389561)",1,130.55,residential,6,30,1,600,auto,,0.15,4.0
1014,Pearl Street,20189093,739,738,1,"LINESTRING (-76.4753408 42.4398961, -76.4753002 42.4390297, -76.475295 42.4389561)",1,104.59,residential,6,30,1,600,auto,,0.15,4.0
1015,Pearl Street,20189093,738,740,1,"LINESTRING (-76.475295 42.4389561, -76.4752925 42.4388884, -76.4752494 42.4377825)",1,130.55,residential,6,30,1,600,auto,,0.15,4.0
1016,Hook Place,20189096,552,741,1,"LINESTRING (-76.526182 42.439438, -76.525032 42.4394665, -76.523882 42.439495)",1,188.85,unclassified,20,30,1,600,auto,,0.15,4.0
1017,Hook Place,20189096,741,552,1,"LINESTRING (-76.523882 42.439495, -76.525032 42.4394665, -76.526182 42.439438)",1,188.85,unclassified,20,30,1,600,auto,,0.15,4.0
1018,Iroquois Road,20189104,664,638,1,"LINESTRING (-76.4849032 42.4622897, -76.485605 42.462449, -76.486318 42.462583, -76.486436 42.4626)",1,130.45,residential,6,30,1,600,auto,,0.15,4.0
1019,Iroquois Road,20189104,638,742,1,"LINESTRING (-76.486436 42.4626, -76.486558 42.462603, -76.486716 42.462601, -76.486805 42.462595, -76.487003 42.46257, -76.487196 42.462527, -76.487382 42.462466, -76.487558 42.462396, -76.487725 42.462313, -76.487891 42.462207, -76.488202 42.462023, -76.488577 42.461816, -76.488817 42.461741)",1,223.45,residential,6,30,1,600,auto,,0.15,4.0
1020,Iroquois Road,20189104,743,664,1,"LINESTRING (-76.484325 42.462001, -76.484488 42.462089, -76.484537 42.46212, -76.484676 42.462186, -76.484747 42.4622188, -76.4849032 42.4622897)",1,57.34,residential,6,30,1,600,auto,,0.15,4.0
1021,Iroquois Road,20189104,744,743,1,"LINESTRING (-76.4829618 42.4617711, -76.4830361 42.4617646, -76.483077 42.461761, -76.4832 42.461755, -76.483392 42.461757, -76.483582 42.461772, -76.48377 42.461806, -76.483951 42.461853, -76.484125 42.461914, -76.484325 42.462001)",1,117.52,residential,6,30,1,600,auto,,0.15,4.0
1022,Iroquois Road,20189104,638,664,1,"LINESTRING (-76.486436 42.4626, -76.486318 42.462583, -76.485605 42.462449, -76.4849032 42.4622897)",1,130.45,residential,6,30,1,600,auto,,0.15,4.0
1023,Iroquois Road,20189104,742,638,1,"LINESTRING (-76.488817 42.461741, -76.488577 42.461816, -76.488202 42.462023, -76.487891 42.462207, -76.487725 42.462313, -76.487558 42.462396, -76.487382 42.462466, -76.487196 42.462527, -76.487003 42.46257, -76.486805 42.462595, -76.486716 42.462601, -76.486558 42.462603, -76.486436 42.4626)",1,223.45,residential,6,30,1,600,auto,,0.15,4.0
1024,Iroquois Road,20189104,664,743,1,"LINESTRING (-76.4849032 42.4622897, -76.484747 42.4622188, -76.484676 42.462186, -76.484537 42.46212, -76.484488 42.462089, -76.484325 42.462001)",1,57.34,residential,6,30,1,600,auto,,0.15,4.0
1025,Iroquois Road,20189104,743,744,1,"LINESTRING (-76.484325 42.462001, -76.484125 42.461914, -76.483951 42.461853, -76.48377 42.461806, -76.483582 42.461772, -76.483392 42.461757, -76.4832 42.461755, -76.483077 42.461761, -76.4830361 42.4617646, -76.4829618 42.4617711)",1,117.52,residential,6,30,1,600,auto,,0.15,4.0
1026,Northwood Road,20189108,745,746,1,"LINESTRING (-76.4740948 42.4860097, -76.4733278 42.4860367)",1,62.97,residential,6,30,1,600,auto,,0.15,4.0
1027,Northwood Road,20189108,746,747,1,"LINESTRING (-76.4733278 42.4860367, -76.4732779 42.4860376, -76.4731881 42.4860416)",1,11.47,residential,6,30,1,600,auto,,0.15,4.0
1028,Northwood Road,20189108,747,748,1,"LINESTRING (-76.4731881 42.4860416, -76.4729337 42.4860356, -76.4721569 42.4860576, -76.4706311 42.486102)",1,209.83,residential,6,30,1,600,auto,,0.15,4.0
1029,Northwood Road,20189108,749,750,1,"LINESTRING (-76.476301 42.48597, -76.476243 42.485957, -76.4757039 42.4859621, -76.4753543 42.4859654)",1,77.85,residential,6,30,1,600,auto,,0.15,4.0
1030,Northwood Road,20189108,750,560,1,"LINESTRING (-76.4753543 42.4859654, -76.4753182 42.4859657, -76.474971 42.485969)",1,31.43,residential,6,30,1,600,auto,,0.15,4.0
1031,Northwood Road,20189108,560,745,1,"LINESTRING (-76.474971 42.485969, -76.474746 42.485972, -76.4740948 42.4860097)",1,72.02,residential,6,30,1,600,auto,,0.15,4.0
1032,Northwood Road,20189108,745,560,1,"LINESTRING (-76.4740948 42.4860097, -76.474746 42.485972, -76.474971 42.485969)",1,72.02,residential,6,30,1,600,auto,,0.15,4.0
1033,Northwood Road,20189108,746,745,1,"LINESTRING (-76.4733278 42.4860367, -76.4740948 42.4860097)",1,62.97,residential,6,30,1,600,auto,,0.15,4.0
1034,Northwood Road,20189108,560,750,1,"LINESTRING (-76.474971 42.485969, -76.4753182 42.4859657, -76.4753543 42.4859654)",1,31.43,residential,6,30,1,600,auto,,0.15,4.0
1035,Northwood Road,20189108,750,749,1,"LINESTRING (-76.4753543 42.4859654, -76.4757039 42.4859621, -76.476243 42.485957, -76.476301 42.48597)",1,77.85,residential,6,30,1,600,auto,,0.15,4.0
1036,Northwood Road,20189108,747,746,1,"LINESTRING (-76.4731881 42.4860416, -76.4732779 42.4860376, -76.4733278 42.4860367)",1,11.47,residential,6,30,1,600,auto,,0.15,4.0
1037,Northwood Road,20189108,748,747,1,"LINESTRING (-76.4706311 42.486102, -76.4721569 42.4860576, -76.4729337 42.4860356, -76.4731881 42.4860416)",1,209.83,residential,6,30,1,600,auto,,0.15,4.0
1038,Bridge Street,20189114,751,752,1,"LINESTRING (-76.4806353 42.4323292, -76.480172 42.432773)",1,62.30,residential,6,30,1,600,auto,,0.15,4.0
1039,Bridge Street,20189114,752,751,1,"LINESTRING (-76.480172 42.432773, -76.4806353 42.4323292)",1,62.30,residential,6,30,1,600,auto,,0.15,4.0
1040,Valley Road,20189157,410,753,1,"LINESTRING (-76.4784213 42.4362698, -76.4786088 42.4363055)",1,15.89,residential,6,30,1,600,auto,,0.15,4.0
1041,Valley Road,20189157,754,410,1,"LINESTRING (-76.4774809 42.4360835, -76.477565 42.4360983, -76.4784213 42.4362698)",1,79.91,residential,6,30,1,600,auto,,0.15,4.0
1042,Valley Road,20189157,753,411,1,"LINESTRING (-76.4786088 42.4363055, -76.4796888 42.4362792, -76.4798439 42.4362574, -76.47995 42.4362277, -76.4813469 42.435759, -76.4814076 42.4357479, -76.481479 42.4357441, -76.4815747 42.435751, -76.4821052 42.4359301, -76.4825453 42.4361512)",1,347.34,residential,6,30,1,600,auto,,0.15,4.0
1043,Valley Road,20189157,411,232,1,"LINESTRING (-76.4825453 42.4361512, -76.483024 42.43642, -76.483127 42.436459, -76.483196 42.436467, -76.483268 42.436457, -76.4836409 42.4363856, -76.4843841 42.4362431, -76.4844818 42.4362246)",1,173.51,residential,6,30,1,600,auto,,0.15,4.0
1044,Valley Road,20189157,232,411,1,"LINESTRING (-76.4844818 42.4362246, -76.4843841 42.4362431, -76.4836409 42.4363856, -76.483268 42.436457, -76.483196 42.436467, -76.483127 42.436459, -76.483024 42.43642, -76.4825453 42.4361512)",1,173.51,residential,6,30,1,600,auto,,0.15,4.0
1045,Valley Road,20189157,410,754,1,"LINESTRING (-76.4784213 42.4362698, -76.477565 42.4360983, -76.4774809 42.4360835)",1,79.91,residential,6,30,1,600,auto,,0.15,4.0
1046,Valley Road,20189157,753,410,1,"LINESTRING (-76.4786088 42.4363055, -76.4784213 42.4362698)",1,15.89,residential,6,30,1,600,auto,,0.15,4.0
1047,Valley Road,20189157,411,753,1,"LINESTRING (-76.4825453 42.4361512, -76.4821052 42.4359301, -76.4815747 42.435751, -76.481479 42.4357441, -76.4814076 42.4357479, -76.4813469 42.435759, -76.47995 42.4362277, -76.4798439 42.4362574, -76.4796888 42.4362792, -76.4786088 42.4363055)",1,347.34,residential,6,30,1,600,auto,,0.15,4.0
1048,West Court Street,20189167,186,755,1,"LINESTRING (-76.505805 42.4424, -76.5056927 42.4424032, -76.5044314 42.4424391)",1,112.80,tertiary,5,48,1,900,auto,,0.15,4.0
1049,West Court Street,20189167,756,186,1,"LINESTRING (-76.5067843 42.4423721, -76.5066832 42.4423751, -76.5059087 42.442397, -76.505805 42.4424)",1,80.42,tertiary,5,48,1,900,auto,,0.15,4.0
1050,West Court Street,20189167,757,756,1,"LINESTRING (-76.508504 42.442323, -76.5083959 42.4423261, -76.5082299 42.4423308, -76.5068914 42.442369, -76.5067843 42.4423721)",1,141.22,tertiary,5,48,1,900,auto,,0.15,4.0
1051,West Court Street,20189167,758,757,1,"LINESTRING (-76.510712 42.442259, -76.5106108 42.4422616, -76.5100463 42.4422779, -76.50995 42.442282, -76.5086105 42.44232, -76.508504 42.442323)",1,181.32,tertiary,5,48,1,900,auto,,0.15,4.0
1052,West Court Street,20189167,755,186,1,"LINESTRING (-76.5044314 42.4424391, -76.5056927 42.4424032, -76.505805 42.4424)",1,112.80,tertiary,5,48,1,900,auto,,0.15,4.0
1053,West Court Street,20189167,186,756,1,"LINESTRING (-76.505805 42.4424, -76.5059087 42.442397, -76.5066832 42.4423751, -76.5067843 42.4423721)",1,80.42,tertiary,5,48,1,900,auto,,0.15,4.0
1054,West Court Street,20189167,756,757,1,"LINESTRING (-76.5067843 42.4423721, -76.5068914 42.442369, -76.5082299 42.4423308, -76.5083959 42.4423261, -76.508504 42.442323)",1,141.22,tertiary,5,48,1,900,auto,,0.15,4.0
1055,West Court Street,20189167,757,758,1,"LINESTRING (-76.508504 42.442323, -76.5086105 42.44232, -76.50995 42.442282, -76.5100463 42.4422779, -76.5106108 42.4422616, -76.510712 42.442259)",1,181.32,tertiary,5,48,1,900,auto,,0.15,4.0
1056,Upper Buttermilk Falls Road,20189180,759,760,1,"LINESTRING (-76.5136395 42.4020685, -76.51324 42.402226, -76.513118 42.402273, -76.51302 42.402297, -76.512919 42.402312, -76.512815 42.402322, -76.512393 42.402337, -76.511833 42.402349, -76.511732 42.402355, -76.511633 42.402369, -76.511443 42.402426, -76.511355 42.402463, -76.5112172 42.4025362, -76.5110306 42.4026424)",1,229.76,unclassified,20,30,1,600,auto,,0.15,4.0
1057,Upper Buttermilk Falls Road,20189180,760,759,1,"LINESTRING (-76.5110306 42.4026424, -76.5112172 42.4025362, -76.511355 42.402463, -76.511443 42.402426, -76.511633 42.402369, -76.511732 42.402355, -76.511833 42.402349, -76.512393 42.402337, -76.512815 42.402322, -76.512919 42.402312, -76.51302 42.402297, -76.513118 42.402273, -76.51324 42.402226, -76.5136395 42.4020685)",1,229.76,unclassified,20,30,1,600,auto,,0.15,4.0
1058,The Loop Road,20189191,713,761,1,"LINESTRING (-76.4891536 42.4859236, -76.4892588 42.4859381, -76.489341 42.4859478, -76.4894339 42.4859511, -76.4896159 42.4859499, -76.4905886 42.4859207)",1,117.98,residential,6,32,1,600,auto,,0.15,4.0
1059,The Loop Road,20189191,761,713,1,"LINESTRING (-76.4905886 42.4859207, -76.4896159 42.4859499, -76.4894339 42.4859511, -76.489341 42.4859478, -76.4892588 42.4859381, -76.4891536 42.4859236)",1,117.98,residential,6,32,1,600,auto,,0.15,4.0
1060,Highland Road,20189226,762,763,1,"LINESTRING (-76.4935244 42.4707015, -76.4937594 42.4710317, -76.4940699 42.471463)",1,95.77,residential,6,30,1,600,auto,,0.15,4.0
1061,Highland Road,20189226,189,572,1,"LINESTRING (-76.4945816 42.4742371, -76.4946933 42.4747828, -76.4947839 42.4752907, -76.4949144 42.4759672, -76.4949882 42.4763551, -76.4950891 42.4768945, -76.4951108 42.4769818)",1,308.28,residential,6,30,1,600,auto,,0.15,4.0
1062,Highland Road,20189226,764,765,1,"LINESTRING (-76.49016 42.465246, -76.490247 42.4652682, -76.4903052 42.4653007, -76.4905475 42.4654656, -76.4906388 42.4655457, -76.4907285 42.4656409, -76.4909205 42.4658881, -76.4909536 42.465945, -76.4910165 42.4660414, -76.4910999 42.4661888)",1,133.33,residential,6,30,1,600,auto,,0.15,4.0
1063,Highland Road,20189226,765,762,1,"LINESTRING (-76.4910999 42.4661888, -76.4912136 42.4664834, -76.4913674 42.4669416, -76.4915437 42.4674595, -76.4917535 42.467992, -76.4919381 42.4683676, -76.4921424 42.4687143, -76.4926404 42.4694634, -76.4931579 42.4701856, -76.4935244 42.4707015)",1,542.41,residential,6,30,1,600,auto,,0.15,4.0
1064,Highland Road,20189226,572,766,1,"LINESTRING (-76.4951108 42.4769818, -76.4951372 42.4771092, -76.4951442 42.4771681, -76.4952296 42.4776552, -76.4952595 42.4777932, -76.4952692 42.4778722, -76.4953212 42.4781262)",1,128.44,residential,6,30,1,600,auto,,0.15,4.0
1065,Highland Road,20189226,763,767,1,"LINESTRING (-76.4940699 42.471463, -76.4943441 42.4718076, -76.4945416 42.4720547, -76.4945632 42.4720946, -76.4945774 42.4721331, -76.4945863 42.4721798, -76.4945876 42.4722388, -76.4945883 42.4723034, -76.4945695 42.4724304, -76.4945342 42.4726378, -76.4945201 42.4727039)",1,149.42,residential,6,30,1,600,auto,,0.15,4.0
1066,Highland Road,20189226,767,768,1,"LINESTRING (-76.4945201 42.4727039, -76.494496 42.4728125, -76.4944791 42.472889, -76.4944628 42.4730126, -76.4944502 42.4731076)",1,45.28,residential,6,30,1,600,auto,,0.15,4.0
1067,Highland Road,20189226,768,189,1,"LINESTRING (-76.4944502 42.4731076, -76.4944497 42.4733418, -76.4944497 42.4733656, -76.4944547 42.4734262, -76.4945195 42.4738831, -76.4945816 42.4742371)",1,126.21,residential,6,30,1,600,auto,,0.15,4.0
1068,Highland Road,20189226,766,572,1,"LINESTRING (-76.4953212 42.4781262, -76.4952692 42.4778722, -76.4952595 42.4777932, -76.4952296 42.4776552, -76.4951442 42.4771681, -76.4951372 42.4771092, -76.4951108 42.4769818)",1,128.44,residential,6,30,1,600,auto,,0.15,4.0
1069,Highland Road,20189226,763,762,1,"LINESTRING (-76.4940699 42.471463, -76.4937594 42.4710317, -76.4935244 42.4707015)",1,95.77,residential,6,30,1,600,auto,,0.15,4.0
1070,Highland Road,20189226,762,765,1,"LINESTRING (-76.4935244 42.4707015, -76.4931579 42.4701856, -76.4926404 42.4694634, -76.4921424 42.4687143, -76.4919381 42.4683676, -76.4917535 42.467992, -76.4915437 42.4674595, -76.4913674 42.4669416, -76.4912136 42.4664834, -76.4910999 42.4661888)",1,542.41,residential,6,30,1,600,auto,,0.15,4.0
1071,Highland Road,20189226,765,764,1,"LINESTRING (-76.4910999 42.4661888, -76.4910165 42.4660414, -76.4909536 42.465945, -76.4909205 42.4658881, -76.4907285 42.4656409, -76.4906388 42.4655457, -76.4905475 42.4654656, -76.4903052 42.4653007, -76.490247 42.4652682, -76.49016 42.465246)",1,133.33,residential,6,30,1,600,auto,,0.15,4.0
1072,Highland Road,20189226,767,763,1,"LINESTRING (-76.4945201 42.4727039, -76.4945342 42.4726378, -76.4945695 42.4724304, -76.4945883 42.4723034, -76.4945876 42.4722388, -76.4945863 42.4721798, -76.4945774 42.4721331, -76.4945632 42.4720946, -76.4945416 42.4720547, -76.4943441 42.4718076, -76.4940699 42.471463)",1,149.42,residential,6,30,1,600,auto,,0.15,4.0
1073,Highland Road,20189226,768,767,1,"LINESTRING (-76.4944502 42.4731076, -76.4944628 42.4730126, -76.4944791 42.472889, -76.494496 42.4728125, -76.4945201 42.4727039)",1,45.28,residential,6,30,1,600,auto,,0.15,4.0
1074,Highland Road,20189226,189,768,1,"LINESTRING (-76.4945816 42.4742371, -76.4945195 42.4738831, -76.4944547 42.4734262, -76.4944497 42.4733656, -76.4944497 42.4733418, -76.4944502 42.4731076)",1,126.21,residential,6,30,1,600,auto,,0.15,4.0
1075,Highland Road,20189226,572,189,1,"LINESTRING (-76.4951108 42.4769818, -76.4950891 42.4768945, -76.4949882 42.4763551, -76.4949144 42.4759672, -76.4947839 42.4752907, -76.4946933 42.4747828, -76.4945816 42.4742371)",1,308.28,residential,6,30,1,600,auto,,0.15,4.0
1076,West Clinton Street,20189232,769,770,1,"LINESTRING (-76.503795 42.436725, -76.5039035 42.4367216, -76.5058024 42.4366624, -76.5058954 42.4366592, -76.505999 42.436656)",1,181.03,secondary,4,48,1,1200,auto,,0.15,4.0
1077,West Clinton Street,20189232,770,771,1,"LINESTRING (-76.505999 42.436656, -76.5061078 42.4366517, -76.50633 42.436643, -76.5066704 42.4366286, -76.506883 42.4366266, -76.5075106 42.4365836, -76.5077207 42.43658, -76.5078235 42.4365785)",1,150.04,secondary,4,48,1,1200,auto,,0.15,4.0
1078,West Clinton Street,20189232,771,770,1,"LINESTRING (-76.5078235 42.4365785, -76.5077207 42.43658, -76.5075106 42.4365836, -76.506883 42.4366266, -76.5066704 42.4366286, -76.50633 42.436643, -76.5061078 42.4366517, -76.505999 42.436656)",1,150.04,secondary,4,48,1,1200,auto,,0.15,4.0
1079,West Clinton Street,20189232,770,769,1,"LINESTRING (-76.505999 42.436656, -76.5058954 42.4366592, -76.5058024 42.4366624, -76.5039035 42.4367216, -76.503795 42.436725)",1,181.03,secondary,4,48,1,1200,auto,,0.15,4.0
1080,,20189235,772,771,1,"LINESTRING (-76.5082048 42.4363792, -76.5081111 42.4364568, -76.5080619 42.4364939, -76.5080495 42.4365032, -76.5080113 42.4365263, -76.5078235 42.4365785)",1,39.30,secondary,4,50,1,1200,auto,,0.15,4.0
1081,Westwood Knoll,20189239,773,774,1,"LINESTRING (-76.523584 42.4487307, -76.5236079 42.4488491, -76.5236635 42.4491242, -76.5238502 42.4500486, -76.5238539 42.4501321, -76.5238408 42.4501998, -76.5238153 42.4502715, -76.5237775 42.4503342, -76.5237202 42.4503945, -76.5236462 42.4504449, -76.5235848 42.4504724, -76.5235112 42.4504936, -76.5234271 42.4505036, -76.5233362 42.4504949, -76.5232493 42.450474, -76.523167 42.450442, -76.5230786 42.4503935, -76.5226755 42.4500911, -76.522434 42.449934, -76.5223178 42.449879)",1,333.34,residential,6,30,1,600,auto,,0.15,4.0
1082,Westwood Knoll,20189239,774,773,1,"LINESTRING (-76.5223178 42.449879, -76.522434 42.449934, -76.5226755 42.4500911, -76.5230786 42.4503935, -76.523167 42.450442, -76.5232493 42.450474, -76.5233362 42.4504949, -76.5234271 42.4505036, -76.5235112 42.4504936, -76.5235848 42.4504724, -76.5236462 42.4504449, -76.5237202 42.4503945, -76.5237775 42.4503342, -76.5238153 42.4502715, -76.5238408 42.4501998, -76.5238539 42.4501321, -76.5238502 42.4500486, -76.5236635 42.4491242, -76.5236079 42.4488491, -76.523584 42.4487307)",1,333.34,residential,6,30,1,600,auto,,0.15,4.0
1083,Wait Avenue,20189318,682,775,1,"LINESTRING (-76.4808966 42.4532567, -76.4808301 42.4533096, -76.4808011 42.4533569, -76.4807656 42.4534128, -76.4807337 42.453481, -76.4807172 42.4535511, -76.4807202 42.4536119, -76.4807223 42.4536698, -76.4807398 42.4537138, -76.4807685 42.4537666, -76.480792 42.4538156, -76.4809358 42.4540172, -76.4810245 42.4541416, -76.4811004 42.4542428, -76.4811908 42.4543326, -76.4813286 42.4544485, -76.4814895 42.4545321)",1,166.55,tertiary,5,48,1,900,auto,,0.15,4.0
1084,Wait Avenue,20189318,776,682,1,"LINESTRING (-76.4811257 42.4531237, -76.4810339 42.4531584, -76.4808966 42.4532567)",1,24.16,tertiary,5,48,1,900,auto,,0.15,4.0
