o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,geometry
71,H1,26,C6,14.356354387514294,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.489008325)"
71,H1,27,C7,16.16252687738514,"LINESTRING (-76.595992515 42.408155975, -76.43229337499999 42.489008325)"
71,H1,28,C8,18.06576522996343,"LINESTRING (-76.595992515 42.408155975, -76.405010185 42.489008325)"
71,H1,29,C9,20.038430561585503,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.489008325)"
71,H1,30,D0,7.532699113971078,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.472837855)"
71,H1,31,D1,7.19229690172801,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.472837855)"
71,H1,32,D2,7.532699113971078,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.472837855)"
71,H1,33,D3,8.472238138889068,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.472837855)"
71,H1,34,D4,9.840778555378975,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.472837855)"
71,H1,35,D5,11.48598554145177,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.472837855)"
71,H1,36,D6,13.305624348184233,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.472837855)"
71,H1,37,D7,15.237330613860902,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.472837855)"
71,H1,38,D8,17.243482042873676,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.472837855)"
71,H1,39,D9,19.300878704799242,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.472837855)"
71,H1,40,E0,5.840492606101687,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.456667384999996)"
71,H1,41,E1,5.394222675452573,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.456667384999996)"
71,H1,42,E2,5.840492606101687,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.456667384999996)"
71,H1,43,E3,7.010884407568782,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.456667384999996)"
71,H1,44,E4,8.615165442785306,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.456667384999996)"
71,H1,45,E5,10.455480743286165,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.456667384999996)"
71,H1,46,E6,12.427409322953313,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.456667384999996)"
71,H1,47,E7,14.477269965184075,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.456667384999996)"
71,H1,48,E8,16.576175716603565,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.456667384999996)"
71,H1,49,E9,18.707625797492078,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.456667384999996)"
71,H1,50,F0,4.23642460058565,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.440496915)"
71,H1,51,F1,3.596148450496795,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.440496915)"
71,H1,52,F2,4.23642460058565,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.440496915)"
71,H1,53,F3,5.743894327439604,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.440496915)"
71,H1,54,F4,7.620194752504797,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.440496915)"
71,H1,55,F5,9.652586641490013,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.440496915)"
71,H1,56,F6,11.760420946549555,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.440496915)"
71,H1,57,F7,13.909442091973968,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.440496915)"
71,H1,58,F8,16.08314828000076,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.440496915)"
71,H1,59,F9,18.27273192395714,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.440496915)"
71,H1,60,G0,2.8721724348475295,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.424326445000005)"
71,H1,61,G1,1.7980742261423248,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.424326445000005)"
71,H1,62,G2,2.8721724348475295,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.424326445000005)"
71,H1,63,G3,4.8268296736245295,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.424326445000005)"
71,H1,64,G4,6.955558926124054,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.424326445000005)"
71,H1,65,G5,9.13750062911148,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.424326445000005)"
71,H1,66,G6,11.34198546936265,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.424326445000005)"
71,H1,67,G7,13.558021435168547,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.424326445000005)"
71,H1,68,G8,15.78074284042063,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.424326445000005)"
71,H1,69,G9,18.007674079197827,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.424326445000005)"
71,H1,70,H0,2.2399993668936125,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.408155975)"
71,H1,71,H1,0.0,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.408155975)"
71,H1,72,H2,2.2399993668936125,"LINESTRING (-76.595992515 42.408155975, -76.568709325 42.408155975)"
71,H1,73,H3,4.479998674260051,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.408155975)"
71,H1,74,H4,6.71999786659564,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.408155975)"
71,H1,75,H5,8.959996885378994,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.408155975)"
71,H1,76,H6,11.199995673698043,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.408155975)"
71,H1,77,H7,13.439994173567646,"LINESTRING (-76.595992515 42.408155975, -76.43229337499999 42.408155975)"
71,H1,78,H8,15.679992326695947,"LINESTRING (-76.595992515 42.408155975, -76.405010185 42.408155975)"
71,H1,79,H9,17.919990075178884,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.408155975)"
71,H1,80,I0,2.8726227397543536,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.39198550499999)"
71,H1,81,I1,1.7980742261423248,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.39198550499999)"
71,H1,82,I2,2.8726227397543536,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.39198550499999)"
71,H1,83,I3,4.827901440441771,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.39198550499999)"
