od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,
782,74,24,26,1,0,0,auto,AM,0.74,1,7.6471,11.5657,7.1881,
783,74,25,26,2,0,0,auto,AM,3.78,1,8.2616,12.6343,7.8523,
784,74,26,26,3,0,0,auto,AM,0.39,1,8.3829,13.6120,8.4599,
785,74,33,26,4,0,0,auto,AM,1.24,1,7.9325,10.9065,6.7784,
786,74,34,26,5,0,0,auto,AM,1.02,1,6.2728,9.2629,5.7570,
787,74,35,26,6,0,0,auto,AM,6.11,1,7.7665,12.1393,7.5446,
788,74,36,26,7,0,0,auto,AM,4.56,1,9.1007,11.6941,7.2680,
789,74,37,26,8,0,0,auto,AM,0.33,1,9.3290,13.5326,8.4106,
790,74,43,26,9,0,0,auto,AM,1.53,1,7.4694,9.8801,6.1405,
791,74,44,26,10,0,0,auto,AM,2.09,1,6.5609,8.5276,5.3000,
792,74,45,26,11,0,0,auto,AM,9.75,1,5.8607,7.1964,4.4726,
793,74,46,26,12,0,0,auto,AM,1.42,1,6.5417,9.3378,5.8035,
794,74,47,26,13,0,0,auto,AM,2.16,1,6.9373,10.5691,6.5688,
795,74,53,26,14,0,0,auto,AM,1.07,1,7.7211,10.3668,6.4430,
796,74,54,26,15,0,0,auto,AM,6.42,1,4.6500,6.3462,3.9442,
797,74,55,26,16,0,0,auto,AM,26.47,1,4.0520,5.6109,3.4872,
798,74,56,26,17,0,0,auto,AM,2.22,1,5.7240,7.9548,4.9439,
799,74,57,26,18,0,0,auto,AM,0.61,1,8.5724,11.4293,7.1033,
800,74,63,26,19,0,0,auto,AM,0.96,1,6.8392,8.1082,5.0393,
801,74,64,26,20,0,0,auto,AM,1.84,1,4.3868,4.6117,2.8662,
802,74,65,26,21,0,0,auto,AM,5.28,1,3.8035,4.7118,2.9284,
803,74,66,26,22,0,0,auto,AM,4.86,1,5.5215,8.1208,5.0471,
804,74,67,26,23,0,0,auto,AM,0.38,1,7.5448,10.8903,6.7684,
805,74,72,26,24,0,0,auto,AM,0.13,1,8.3583,9.3886,5.8351,
806,74,73,26,25,0,0,auto,AM,1.22,1,6.2631,7.5674,4.7032,
807,74,75,26,27,0,0,auto,AM,2.44,1,3.9291,3.7612,2.3376,
808,74,76,26,28,0,0,auto,AM,0.65,1,4.3932,4.6839,2.9110,
809,74,77,26,29,0,0,auto,AM,0.10,1,6.5342,8.0747,5.0185,
810,74,85,26,30,0,0,auto,AM,0.16,1,3.2529,3.0897,1.9203,
811,75,22,27,0,0,0,auto,AM,0.08,1,11.4426,14.5736,9.0575,
812,75,24,27,1,0,0,auto,AM,1.05,1,9.1139,12.5424,7.7952,
813,75,25,27,2,0,0,auto,AM,5.76,1,9.7283,13.6110,8.4593,
814,75,26,27,3,0,0,auto,AM,0.63,1,9.8497,14.5888,9.0670,
815,75,33,27,4,0,0,auto,AM,1.62,1,9.3993,11.8832,7.3855,
816,75,34,27,5,0,0,auto,AM,1.44,1,7.7396,10.2397,6.3640,
817,75,35,27,6,0,0,auto,AM,9.40,1,9.2333,13.1160,8.1517,
818,75,36,27,7,0,0,auto,AM,7.57,1,10.5316,12.4341,7.7278,
819,75,37,27,8,0,0,auto,AM,0.58,1,10.7598,14.2726,8.8705,
820,75,43,27,9,0,0,auto,AM,1.95,1,8.9362,10.8568,6.7476,
821,75,44,27,10,0,0,auto,AM,2.91,1,8.0277,9.5044,5.9070,
822,75,45,27,11,0,0,auto,AM,15.22,1,7.3275,8.1732,5.0796,
823,75,46,27,12,0,0,auto,AM,2.42,1,7.9726,10.0777,6.2634,
824,75,47,27,13,0,0,auto,AM,3.90,1,8.3681,11.3090,7.0286,
825,75,53,27,14,0,0,auto,AM,1.31,1,9.1879,11.3436,7.0501,
826,75,54,27,15,0,0,auto,AM,8.72,1,6.1168,7.3230,4.5513,
827,75,55,27,16,0,0,auto,AM,42.37,1,5.5187,6.5876,4.0942,
828,75,56,27,17,0,0,auto,AM,3.96,1,5.9533,7.5586,4.6977,
829,75,57,27,18,0,0,auto,AM,1.15,1,9.3495,11.2440,6.9882,
830,75,63,27,19,0,0,auto,AM,1.10,1,8.5708,10.5383,6.5496,
831,75,64,27,20,0,0,auto,AM,2.36,1,6.6986,7.7097,4.7916,
832,75,65,27,21,0,0,auto,AM,8.98,1,3.1853,3.5398,2.2000,
833,75,66,27,22,0,0,auto,AM,9.21,1,4.2545,5.3474,3.3234,
834,75,67,27,23,0,0,auto,AM,0.74,1,7.7740,10.4942,6.5222,
835,75,72,27,24,0,0,auto,AM,0.14,1,10.6701,12.4866,7.7605,
836,75,73,27,25,0,0,auto,AM,1.34,1,8.5749,10.6655,6.6286,
837,75,74,27,26,0,0,auto,AM,2.31,1,3.9291,3.7612,2.3376,
838,75,76,27,28,0,0,auto,AM,1.28,1,2.3738,2.4590,1.5283,
839,75,77,27,29,0,0,auto,AM,0.19,1,4.5148,5.8498,3.6357,
840,75,85,27,30,0,0,auto,AM,0.27,1,2.1847,1.8852,1.1716,
841,76,22,28,0,0,0,auto,AM,0.03,1,10.0922,14.3181,8.8987,
842,76,24,28,1,0,0,auto,AM,0.35,1,7.7635,12.2869,7.6364,
843,76,25,28,2,0,0,auto,AM,2.06,1,8.3779,13.3555,8.3005,
844,76,26,28,3,0,0,auto,AM,0.24,1,8.4993,14.3333,8.9082,
845,76,33,28,4,0,0,auto,AM,0.51,1,8.0489,11.6277,7.2267,
846,76,34,28,5,0,0,auto,AM,0.47,1,6.3892,9.9842,6.2052,
847,76,35,28,6,0,0,auto,AM,3.34,1,7.3343,9.4797,5.8917,
848,76,36,28,7,0,0,auto,AM,2.93,1,8.1578,9.9751,6.1996,
849,76,37,28,8,0,0,auto,AM,0.24,1,8.3861,11.8136,7.3422,
850,76,43,28,9,0,0,auto,AM,0.59,1,7.5858,10.6013,6.5887,
851,76,44,28,10,0,0,auto,AM,0.93,1,6.6773,9.2489,5.7482,
852,76,45,28,11,0,0,auto,AM,5.33,1,5.9771,7.9176,4.9208,
853,76,46,28,12,0,0,auto,AM,0.95,1,5.5988,7.6188,4.7351,
854,76,47,28,13,0,0,auto,AM,1.68,1,5.9944,8.8501,5.5004,
855,76,53,28,14,0,0,auto,AM,0.38,1,7.8375,11.0880,6.8913,
856,76,54,28,15,0,0,auto,AM,2.67,1,4.7664,7.0675,4.3925,
857,76,55,28,16,0,0,auto,AM,14.46,1,3.8104,5.8918,3.6618,
858,76,56,28,17,0,0,auto,AM,1.59,1,3.5795,5.0997,3.1695,
859,76,57,28,18,0,0,auto,AM,0.51,1,6.9757,8.7850,5.4599,
860,76,63,28,19,0,0,auto,AM,0.31,1,7.2205,10.2828,6.3908,
861,76,64,28,20,0,0,auto,AM,0.68,1,5.3482,7.4542,4.6328,
862,76,65,28,21,0,0,auto,AM,2.89,1,1.8349,3.2843,2.0412,
863,76,66,28,22,0,0,auto,AM,3.93,1,1.8808,2.8884,1.7952,
864,76,67,28,23,0,0,auto,AM,0.35,1,5.4003,8.0352,4.9939,
865,76,72,28,24,0,0,auto,AM,0.04,1,9.3197,12.2311,7.6017,
866,76,73,28,25,0,0,auto,AM,0.38,1,7.2245,10.4099,6.4698,
867,76,74,28,26,0,0,auto,AM,0.64,1,4.3932,4.6839,2.9110,
868,76,75,28,27,0,0,auto,AM,1.33,1,2.3738,2.4590,1.5283,
869,76,77,28,29,0,0,auto,AM,0.10,1,2.1410,3.3908,2.1074,
870,76,85,28,30,0,0,auto,AM,0.09,1,2.6489,2.8078,1.7451,
871,77,22,29,0,0,0,auto,AM,0.00,1,10.1628,15.6194,9.7075,
872,77,24,29,1,0,0,auto,AM,0.07,1,7.8341,13.5882,8.4451,
873,77,25,29,2,0,0,auto,AM,0.43,1,8.4485,14.6568,9.1093,
874,77,26,29,3,0,0,auto,AM,0.05,1,8.5699,15.6346,9.7169,
875,77,33,29,4,0,0,auto,AM,0.10,1,8.1195,12.9290,8.0354,
876,77,34,29,5,0,0,auto,AM,0.09,1,6.4598,11.2855,7.0140,
877,77,35,29,6,0,0,auto,AM,0.69,1,7.1411,9.8497,6.1216,
878,77,36,29,7,0,0,auto,AM,0.65,1,7.9646,10.3451,6.4295,
879,77,37,29,8,0,0,auto,AM,0.06,1,8.1929,12.1836,7.5721,
880,77,43,29,9,0,0,auto,AM,0.11,1,7.6564,11.9026,7.3975,
881,77,44,29,10,0,0,auto,AM,0.18,1,6.7479,10.5502,6.5570,
882,77,45,29,11,0,0,auto,AM,1.06,1,5.8365,8.6322,5.3649,
883,77,46,29,12,0,0,auto,AM,0.21,1,5.4056,7.9887,4.9650,
884,77,47,29,13,0,0,auto,AM,0.41,1,5.8012,9.2201,5.7303,
885,77,53,29,14,0,0,auto,AM,0.07,1,7.9081,12.3893,7.7000,
886,77,54,29,15,0,0,auto,AM,0.49,1,4.8369,8.3688,5.2012,
887,77,55,29,16,0,0,auto,AM,2.76,1,3.6172,6.2618,3.8917,
888,77,56,29,17,0,0,auto,AM,0.34,1,3.3863,5.4696,3.3994,
889,77,57,29,18,0,0,auto,AM,0.13,1,6.7826,9.1550,5.6899,
890,77,63,29,19,0,0,auto,AM,0.05,1,7.2910,11.5841,7.1996,
891,77,64,29,20,0,0,auto,AM,0.12,1,5.8690,9.2675,5.7598,
892,77,65,29,21,0,0,auto,AM,0.52,1,3.9759,6.6752,4.1487,
893,77,66,29,22,0,0,auto,AM,0.79,1,1.6876,3.2584,2.0251,
894,77,67,29,23,0,0,auto,AM,0.09,1,5.2071,8.4052,5.2239,
895,77,72,29,24,0,0,auto,AM,0.01,1,9.7518,14.6826,9.1253,
896,77,73,29,25,0,0,auto,AM,0.07,1,7.6565,12.8614,7.9934,
897,77,74,29,26,0,0,auto,AM,0.11,1,6.5342,8.0747,5.0185,
898,77,75,29,27,0,0,auto,AM,0.23,1,4.5148,5.8498,3.6357,
899,77,76,29,28,0,0,auto,AM,0.11,1,2.1410,3.3908,2.1074,
900,77,85,29,30,0,0,auto,AM,0.02,1,4.7898,6.1987,3.8525,
901,85,22,30,0,0,0,auto,AM,0.01,1,10.9742,14.6628,9.1130,
902,85,24,30,1,0,0,auto,AM,0.07,1,8.6455,12.6317,7.8506,
903,85,25,30,2,0,0,auto,AM,0.39,1,9.2599,13.7003,8.5148,
904,85,26,30,3,0,0,auto,AM,0.04,1,9.3813,14.6780,9.1224,
905,85,33,30,4,0,0,auto,AM,0.11,1,8.9309,11.9725,7.4409,
906,85,34,30,5,0,0,auto,AM,0.10,1,7.2712,10.3289,6.4195,
907,85,35,30,6,0,0,auto,AM,0.64,1,8.7649,13.2053,8.2071,
908,85,36,30,7,0,0,auto,AM,0.52,1,10.0991,12.7601,7.9305,
909,85,37,30,8,0,0,auto,AM,0.04,1,10.3274,14.5986,9.0731,
910,85,43,30,9,0,0,auto,AM,0.14,1,8.4678,10.9460,6.8030,
911,85,44,30,10,0,0,auto,AM,0.20,1,7.5593,9.5936,5.9625,
912,85,45,30,11,0,0,auto,AM,1.04,1,6.8591,8.2624,5.1351,
913,85,46,30,12,0,0,auto,AM,0.17,1,7.5401,10.4038,6.4660,
914,85,47,30,13,0,0,auto,AM,0.28,1,7.9357,11.6351,7.2313,
915,85,53,30,14,0,0,auto,AM,0.10,1,8.7195,11.4328,7.1055,
916,85,54,30,15,0,0,auto,AM,0.61,1,5.6483,7.4122,4.6067,
917,85,55,30,16,0,0,auto,AM,2.87,1,5.0503,6.6768,4.1497,
918,85,56,30,17,0,0,auto,AM,0.28,1,6.2284,7.9075,4.9145,
919,85,57,30,18,0,0,auto,AM,0.08,1,9.5707,12.4953,7.7659,
920,85,63,30,19,0,0,auto,AM,0.08,1,8.1024,10.6275,6.6051,
921,85,64,30,20,0,0,auto,AM,0.17,1,6.1680,6.5175,4.0506,
922,85,65,30,21,0,0,auto,AM,0.61,1,3.4604,3.8887,2.4168,
923,85,66,30,22,0,0,auto,AM,0.66,1,4.5296,5.6963,3.5402,
924,85,67,30,23,0,0,auto,AM,0.06,1,8.0491,10.8430,6.7390,
925,85,72,30,24,0,0,auto,AM,0.01,1,10.1396,11.2943,7.0195,
926,85,73,30,25,0,0,auto,AM,0.11,1,8.0443,9.4732,5.8876,
927,85,74,30,26,0,0,auto,AM,0.18,1,3.2529,3.0897,1.9203,
928,85,75,30,27,0,0,auto,AM,0.33,1,2.1847,1.8852,1.1716,
929,85,76,30,28,0,0,auto,AM,0.10,1,2.6489,2.8078,1.7451,
930,85,77,30,29,0,0,auto,AM,0.02,1,4.7898,6.1987,3.8525,
