link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
2726,2726,0,560,1307,-1,-1,2,trunk,0,0.038024,100.000000,85.000000,0.022814,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4943731 42.4391908, -76.4940636 42.4393547, -76.4938692 42.4394096, -76.4937177 42.4394349)",
2727,2727,0,559,1489,-1,-1,2,trunk,0,0.062697,48.000000,40.799999,0.078372,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4942291 42.4399316, -76.4942450 42.4399486, -76.4942621 42.4399686, -76.4943170 42.4400330, -76.4944240 42.4401400, -76.4945166 42.4402182, -76.4945991 42.4402704, -76.4946944 42.4403258, -76.4947974 42.4403726, -76.4949270 42.4404195, -76.4949389 42.4404230, -76.4950738 42.4404628, -76.4951579 42.4404885)",
2728,2728,0,422,1194,-1,-1,2,trunk,0,0.499142,72.000000,61.200001,0.415952,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4615765 42.4223833, -76.4601216 42.4213393, -76.4595989 42.4209861, -76.4587340 42.4204540, -76.4575530 42.4197403, -76.4553190 42.4183990, -76.4541812 42.4177381, -76.4541340 42.4177110)",
2729,2729,0,1194,422,-1,-1,2,trunk,0,0.499142,72.000000,61.200001,0.415952,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4541340 42.4177110, -76.4541812 42.4177381, -76.4553190 42.4183990, -76.4575530 42.4197403, -76.4587340 42.4204540, -76.4595989 42.4209861, -76.4601216 42.4213393, -76.4615765 42.4223833)",
2730,2730,0,1194,1483,-1,-1,2,trunk,0,0.357290,72.000000,61.200001,0.297742,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4541340 42.4177110, -76.4539892 42.4176289, -76.4534737 42.4173374, -76.4532086 42.4171875, -76.4513575 42.4161729, -76.4497590 42.4152736, -76.4492860 42.4150103, -76.4489169 42.4147995, -76.4485594 42.4145900)",
2731,2731,0,1483,1194,-1,-1,2,trunk,0,0.357290,72.000000,61.200001,0.297742,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4485594 42.4145900, -76.4489169 42.4147995, -76.4492860 42.4150103, -76.4497590 42.4152736, -76.4513575 42.4161729, -76.4532086 42.4171875, -76.4534737 42.4173374, -76.4539892 42.4176289, -76.4541340 42.4177110)",
2732,2732,0,927,952,-1,-1,4,secondary,0,0.064046,60.000000,51.000000,0.064046,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4946190 42.4348780, -76.4946225 42.4349308, -76.4946763 42.4357495, -76.4946800 42.4358050)",
2733,2733,0,952,927,-1,-1,4,secondary,0,0.064046,60.000000,51.000000,0.064046,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4946800 42.4358050, -76.4946763 42.4357495, -76.4946225 42.4349308, -76.4946190 42.4348780)",
2734,2734,0,952,253,-1,-1,4,secondary,0,0.060590,60.000000,51.000000,0.060590,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4946800 42.4358050, -76.4946838 42.4358653, -76.4947327 42.4366306, -76.4947360 42.4366820)",
2735,2735,0,253,952,-1,-1,4,secondary,0,0.060590,60.000000,51.000000,0.060590,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4947360 42.4366820, -76.4947327 42.4366306, -76.4946838 42.4358653, -76.4946800 42.4358050)",
2736,2736,0,253,949,-1,-1,4,secondary,0,0.064288,60.000000,51.000000,0.064288,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4947360 42.4366820, -76.4947392 42.4367333, -76.4947520 42.4369380, -76.4947600 42.4372490, -76.4947749 42.4376131)",
2737,2737,0,949,253,-1,-1,4,secondary,0,0.064288,60.000000,51.000000,0.064288,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4947749 42.4376131, -76.4947600 42.4372490, -76.4947520 42.4369380, -76.4947392 42.4367333, -76.4947360 42.4366820)",
2738,2738,0,168,1464,-1,-1,3,primary,0,0.037632,80.000000,68.000000,0.028224,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4762785 42.4432509, -76.4762821 42.4431535, -76.4763064 42.4430377, -76.4763534 42.4428960, -76.4764250 42.4427190)",
2739,2739,0,1464,168,-1,-1,3,primary,0,0.037632,80.000000,68.000000,0.028224,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4764250 42.4427190, -76.4763534 42.4428960, -76.4763064 42.4430377, -76.4762821 42.4431535, -76.4762785 42.4432509)",
2740,2740,0,997,1043,-1,-1,5,tertiary,0,0.060553,48.000000,40.799999,0.075691,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4775519 42.4378339, -76.4776377 42.4378349, -76.4786649 42.4378791, -76.4787344 42.4378847)",
2741,2741,0,1043,997,-1,-1,5,tertiary,0,0.060553,48.000000,40.799999,0.075691,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4787344 42.4378847, -76.4786649 42.4378791, -76.4776377 42.4378349, -76.4775519 42.4378339)",
2742,2742,0,1043,1363,-1,-1,5,tertiary,0,0.158173,48.000000,40.799999,0.197716,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4787344 42.4378847, -76.4788130 42.4378888, -76.4796625 42.4379244, -76.4800039 42.4379301, -76.4801233 42.4379197, -76.4802848 42.4378971, -76.4804732 42.4378522, -76.4814543 42.4375540, -76.4815117 42.4375405, -76.4815475 42.4375357, -76.4816218 42.4375411, -76.4816720 42.4375563, -76.4817203 42.4375754)",
2743,2743,0,1363,1043,-1,-1,5,tertiary,0,0.158173,48.000000,40.799999,0.197716,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4817203 42.4375754, -76.4816720 42.4375563, -76.4816218 42.4375411, -76.4815475 42.4375357, -76.4815117 42.4375405, -76.4814543 42.4375540, -76.4804732 42.4378522, -76.4802848 42.4378971, -76.4801233 42.4379197, -76.4800039 42.4379301, -76.4796625 42.4379244, -76.4788130 42.4378888, -76.4787344 42.4378847)",
2744,2744,0,1490,1491,-1,-1,5,tertiary,0,0.081523,56.000000,47.599998,0.087346,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4643348 42.4358681, -76.4642717 42.4357798, -76.4642307 42.4357306, -76.4641844 42.4356813, -76.4640893 42.4355980, -76.4639163 42.4354649, -76.4637999 42.4353710, -76.4636886 42.4352732, -76.4635730 42.4351566, -76.4634858 42.4350439, -76.4634046 42.4349178)",
2745,2745,0,1491,1490,-1,-1,5,tertiary,0,0.081523,56.000000,47.599998,0.087346,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4634046 42.4349178, -76.4634858 42.4350439, -76.4635730 42.4351566, -76.4636886 42.4352732, -76.4637999 42.4353710, -76.4639163 42.4354649, -76.4640893 42.4355980, -76.4641844 42.4356813, -76.4642307 42.4357306, -76.4642717 42.4357798, -76.4643348 42.4358681)",
2746,2746,0,1338,1336,-1,-1,5,tertiary,0,0.012890,64.000000,54.400002,0.012084,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4672712 42.4823654, -76.4672553 42.4821790)",
2747,2747,0,1336,1338,-1,-1,5,tertiary,0,0.012890,64.000000,54.400002,0.012084,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4672553 42.4821790, -76.4672712 42.4823654)",
2748,2748,0,1492,147,-1,-1,6,residential,0,0.025730,30.000000,25.500000,0.051461,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4838350 42.4365449, -76.4841820 42.4368150)",
2749,2749,0,147,1492,-1,-1,6,residential,0,0.025730,30.000000,25.500000,0.051461,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4841820 42.4368150, -76.4838350 42.4365449)",
2750,2750,0,147,178,-1,-1,6,residential,0,0.072828,30.000000,25.500000,0.145656,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4841820 42.4368150, -76.4847030 42.4372400, -76.4848580 42.4374090, -76.4850019 42.4375924, -76.4850390 42.4376511)",
2751,2751,0,178,147,-1,-1,6,residential,0,0.072828,30.000000,25.500000,0.145656,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4850390 42.4376511, -76.4850019 42.4375924, -76.4848580 42.4374090, -76.4847030 42.4372400, -76.4841820 42.4368150)",
2752,2752,0,1493,1361,-1,-1,6,residential,0,0.015637,30.000000,25.500000,0.031274,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5433571 42.4644399, -76.5430611 42.4644973)",
2753,2753,0,1361,1493,-1,-1,6,residential,0,0.015637,30.000000,25.500000,0.031274,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5430611 42.4644973, -76.5433571 42.4644399)",
2754,2754,0,1494,1495,-1,-1,6,residential,0,0.075239,30.000000,25.500000,0.150479,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5479166 42.4017615, -76.5478721 42.4018102, -76.5478307 42.4018613, -76.5477905 42.4019234, -76.5477590 42.4019934, -76.5477389 42.4020692, -76.5477320 42.4021274, -76.5477383 42.4022027, -76.5477541 42.4022756, -76.5477838 42.4023539, -76.5478110 42.4024078, -76.5478624 42.4024782, -76.5479118 42.4025285, -76.5479718 42.4025792, -76.5480837 42.4026517, -76.5481711 42.4027075)",
2755,2755,0,1495,1494,-1,-1,6,residential,0,0.075239,30.000000,25.500000,0.150479,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5481711 42.4027075, -76.5480837 42.4026517, -76.5479718 42.4025792, -76.5479118 42.4025285, -76.5478624 42.4024782, -76.5478110 42.4024078, -76.5477838 42.4023539, -76.5477541 42.4022756, -76.5477383 42.4022027, -76.5477320 42.4021274, -76.5477389 42.4020692, -76.5477590 42.4019934, -76.5477905 42.4019234, -76.5478307 42.4018613, -76.5478721 42.4018102, -76.5479166 42.4017615)",
2756,2756,0,1496,87,-1,-1,15,unclassified,0,0.343387,30.000000,25.500000,0.686774,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5142945 42.4101112, -76.5143231 42.4101028, -76.5144344 42.4100774, -76.5145847 42.4100722, -76.5147270 42.4100892, -76.5154830 42.4102930, -76.5157630 42.4103030, -76.5159800 42.4102500, -76.5164490 42.4099960, -76.5167330 42.4096910, -76.5169380 42.4091070, -76.5171220 42.4087760, -76.5173994 42.4084655, -76.5177935 42.4080242, -76.5178580 42.4079520, -76.5179460 42.4077160, -76.5180130 42.4070380)",
2757,2757,0,87,1496,-1,-1,15,unclassified,0,0.343387,30.000000,25.500000,0.686774,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180130 42.4070380, -76.5179460 42.4077160, -76.5178580 42.4079520, -76.5177935 42.4080242, -76.5173994 42.4084655, -76.5171220 42.4087760, -76.5169380 42.4091070, -76.5167330 42.4096910, -76.5164490 42.4099960, -76.5159800 42.4102500, -76.5157630 42.4103030, -76.5154830 42.4102930, -76.5147270 42.4100892, -76.5145847 42.4100722, -76.5144344 42.4100774, -76.5143231 42.4101028, -76.5142945 42.4101112)",
2758,2758,0,87,89,-1,-1,15,unclassified,0,0.043344,30.000000,25.500000,0.086687,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180130 42.4070380, -76.5180250 42.4064100)",
2759,2759,0,89,87,-1,-1,15,unclassified,0,0.043344,30.000000,25.500000,0.086687,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180250 42.4064100, -76.5180130 42.4070380)",
2760,2760,0,89,1497,-1,-1,15,unclassified,0,1.097912,30.000000,25.500000,2.195823,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180250 42.4064100, -76.5180470 42.4047740, -76.5181840 42.4042050, -76.5211843 42.3973726, -76.5215350 42.3965740, -76.5216990 42.3959370, -76.5219090 42.3944390, -76.5218650 42.3928320, -76.5218195 42.3909237)",
2761,2761,0,1497,89,-1,-1,15,unclassified,0,1.097912,30.000000,25.500000,2.195823,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5218195 42.3909237, -76.5218650 42.3928320, -76.5219090 42.3944390, -76.5216990 42.3959370, -76.5215350 42.3965740, -76.5211843 42.3973726, -76.5181840 42.4042050, -76.5180470 42.4047740, -76.5180250 42.4064100)",
2762,2762,0,412,1496,-1,-1,15,unclassified,0,0.025221,30.000000,25.500000,0.050441,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5138327 42.4102395, -76.5142945 42.4101112)",
2763,2763,0,1496,412,-1,-1,15,unclassified,0,0.025221,30.000000,25.500000,0.050441,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5142945 42.4101112, -76.5138327 42.4102395)",
2764,2764,0,1498,1123,-1,-1,6,residential,0,0.099876,30.000000,25.500000,0.199751,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4823097 42.4546825, -76.4823015 42.4547363, -76.4823160 42.4551610, -76.4823310 42.4552280, -76.4823750 42.4553580, -76.4824370 42.4554790, -76.4825160 42.4555990, -76.4826470 42.4557460, -76.4829093 42.4560094)",
2765,2765,0,1123,1498,-1,-1,6,residential,0,0.099876,30.000000,25.500000,0.199751,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4829093 42.4560094, -76.4826470 42.4557460, -76.4825160 42.4555990, -76.4824370 42.4554790, -76.4823750 42.4553580, -76.4823310 42.4552280, -76.4823160 42.4551610, -76.4823015 42.4547363, -76.4823097 42.4546825)",
2766,2766,0,1123,1499,-1,-1,6,residential,0,0.076979,30.000000,25.500000,0.153959,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4829093 42.4560094, -76.4833370 42.4563180, -76.4834200 42.4563890, -76.4834690 42.4564380, -76.4835220 42.4565000, -76.4835830 42.4566080, -76.4836870 42.4568360, -76.4837160 42.4568720, -76.4837550 42.4569070)",
2767,2767,0,1499,1123,-1,-1,6,residential,0,0.076979,30.000000,25.500000,0.153959,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4837550 42.4569070, -76.4837160 42.4568720, -76.4836870 42.4568360, -76.4835830 42.4566080, -76.4835220 42.4565000, -76.4834690 42.4564380, -76.4834200 42.4563890, -76.4833370 42.4563180, -76.4829093 42.4560094)",
2768,2768,0,1499,1500,-1,-1,6,residential,0,0.117626,30.000000,25.500000,0.235252,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4837550 42.4569070, -76.4838030 42.4569330, -76.4838560 42.4569510, -76.4842590 42.4570360, -76.4843540 42.4570340, -76.4844480 42.4570240, -76.4845360 42.4569960, -76.4846140 42.4569550, -76.4847390 42.4568760, -76.4848000 42.4568310, -76.4848570 42.4567760, -76.4849060 42.4567170, -76.4849460 42.4566570, -76.4849780 42.4565940, -76.4850680 42.4563450, -76.4850810 42.4563090, -76.4851660 42.4561320, -76.4852090 42.4560550)",
2769,2769,0,1500,1499,-1,-1,6,residential,0,0.117626,30.000000,25.500000,0.235252,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4852090 42.4560550, -76.4851660 42.4561320, -76.4850810 42.4563090, -76.4850680 42.4563450, -76.4849780 42.4565940, -76.4849460 42.4566570, -76.4849060 42.4567170, -76.4848570 42.4567760, -76.4848000 42.4568310, -76.4847390 42.4568760, -76.4846140 42.4569550, -76.4845360 42.4569960, -76.4844480 42.4570240, -76.4843540 42.4570340, -76.4842590 42.4570360, -76.4838560 42.4569510, -76.4838030 42.4569330, -76.4837550 42.4569070)",
2770,2770,0,1501,218,-1,-1,6,residential,0,0.134189,30.000000,25.500000,0.268378,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4845408 42.4587037, -76.4844797 42.4585712, -76.4840783 42.4585530, -76.4837101 42.4585763, -76.4829754 42.4586787, -76.4828372 42.4585933, -76.4821959 42.4586401, -76.4821028 42.4586423)",
2771,2771,0,218,1501,-1,-1,6,residential,0,0.134189,30.000000,25.500000,0.268378,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4821028 42.4586423, -76.4821959 42.4586401, -76.4828372 42.4585933, -76.4829754 42.4586787, -76.4837101 42.4585763, -76.4840783 42.4585530, -76.4844797 42.4585712, -76.4845408 42.4587037)",
2772,2772,0,1502,1503,-1,-1,6,residential,0,0.209627,40.000000,34.000000,0.314441,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4707385 42.4489099, -76.4710010 42.4487753, -76.4711060 42.4487220, -76.4712900 42.4486430, -76.4715350 42.4485590, -76.4717960 42.4484970, -76.4719010 42.4484780, -76.4721577 42.4484498, -76.4723430 42.4484540, -76.4724910 42.4484700, -76.4725990 42.4484870, -76.4728610 42.4485550, -76.4729410 42.4485810, -76.4730870 42.4486380, -76.4733600 42.4488008, -76.4733832 42.4488146, -76.4736527 42.4490324, -76.4737364 42.4491014, -76.4739785 42.4493413, -76.4740630 42.4494209, -76.4741248 42.4494881)",
2773,2773,0,1503,1502,-1,-1,6,residential,0,0.209627,40.000000,34.000000,0.314441,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4741248 42.4494881, -76.4740630 42.4494209, -76.4739785 42.4493413, -76.4737364 42.4491014, -76.4736527 42.4490324, -76.4733832 42.4488146, -76.4733600 42.4488008, -76.4730870 42.4486380, -76.4729410 42.4485810, -76.4728610 42.4485550, -76.4725990 42.4484870, -76.4724910 42.4484700, -76.4723430 42.4484540, -76.4721577 42.4484498, -76.4719010 42.4484780, -76.4717960 42.4484970, -76.4715350 42.4485590, -76.4712900 42.4486430, -76.4711060 42.4487220, -76.4710010 42.4487753, -76.4707385 42.4489099)",
2774,2774,0,613,1502,-1,-1,6,residential,0,0.012517,30.000000,25.500000,0.025034,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4705370 42.4490130, -76.4707385 42.4489099)",
2775,2775,0,1502,613,-1,-1,6,residential,0,0.012517,30.000000,25.500000,0.025034,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4707385 42.4489099, -76.4705370 42.4490130)",
2776,2776,0,910,1209,-1,-1,5,tertiary,0,0.102921,40.000000,34.000000,0.154382,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4906760 42.4547780, -76.4902600 42.4546300, -76.4892410 42.4543590, -76.4890530 42.4542990, -76.4889640 42.4542590, -76.4888980 42.4542240, -76.4888200 42.4542120)",
2777,2777,0,1209,910,-1,-1,5,tertiary,0,0.102921,40.000000,34.000000,0.154382,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4888200 42.4542120, -76.4888980 42.4542240, -76.4889640 42.4542590, -76.4890530 42.4542990, -76.4892410 42.4543590, -76.4902600 42.4546300, -76.4906760 42.4547780)",
2778,2778,0,247,1124,-1,-1,6,residential,0,0.010392,30.000000,25.500000,0.020783,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4838550 42.4550870, -76.4838680 42.4551360, -76.4838890 42.4551850, -76.4839160 42.4552300)",
2779,2779,0,1124,247,-1,-1,6,residential,0,0.010392,30.000000,25.500000,0.020783,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4839160 42.4552300, -76.4838890 42.4551850, -76.4838680 42.4551360, -76.4838550 42.4550870)",
2780,2780,0,1124,1500,-1,-1,6,residential,0,0.089062,30.000000,25.500000,0.178123,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4839160 42.4552300, -76.4839490 42.4552750, -76.4840040 42.4553370, -76.4842090 42.4555320, -76.4844400 42.4557140, -76.4845440 42.4557800, -76.4847070 42.4558730, -76.4848820 42.4559470, -76.4850660 42.4560120, -76.4852090 42.4560550)",
2781,2781,0,1500,1124,-1,-1,6,residential,0,0.089062,30.000000,25.500000,0.178123,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4852090 42.4560550, -76.4850660 42.4560120, -76.4848820 42.4559470, -76.4847070 42.4558730, -76.4845440 42.4557800, -76.4844400 42.4557140, -76.4842090 42.4555320, -76.4840040 42.4553370, -76.4839490 42.4552750, -76.4839160 42.4552300)",
2782,2782,0,1500,243,-1,-1,6,residential,0,0.044170,30.000000,25.500000,0.088341,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4852090 42.4560550, -76.4853690 42.4561030, -76.4856820 42.4561710, -76.4860390 42.4562290)",
2783,2783,0,243,1500,-1,-1,6,residential,0,0.044170,30.000000,25.500000,0.088341,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4860390 42.4562290, -76.4856820 42.4561710, -76.4853690 42.4561030, -76.4852090 42.4560550)",
2784,2784,0,244,609,-1,-1,6,residential,0,0.070914,30.000000,25.500000,0.141827,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4864110 42.4583230, -76.4865580 42.4587480, -76.4867290 42.4591330, -76.4867680 42.4592010, -76.4868110 42.4592590, -76.4868460 42.4592940)",
2785,2785,0,609,244,-1,-1,6,residential,0,0.070914,30.000000,25.500000,0.141827,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4868460 42.4592940, -76.4868110 42.4592590, -76.4867680 42.4592010, -76.4867290 42.4591330, -76.4865580 42.4587480, -76.4864110 42.4583230)",
2786,2786,0,1332,96,-1,-1,3,primary,0,0.555954,72.000000,61.200001,0.463295,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5005400 42.4674680, -76.5005970 42.4675710, -76.5011000 42.4684060, -76.5011500 42.4684820, -76.5015200 42.4690520, -76.5024120 42.4704250, -76.5028910 42.4711530, -76.5029140 42.4711890, -76.5031210 42.4715050, -76.5041040 42.4730140, -76.5047650 42.4740140, -76.5052540 42.4747280)",
2787,2787,0,96,1332,-1,-1,3,primary,0,0.555954,72.000000,61.200001,0.463295,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5052540 42.4747280, -76.5047650 42.4740140, -76.5041040 42.4730140, -76.5031210 42.4715050, -76.5029140 42.4711890, -76.5028910 42.4711530, -76.5024120 42.4704250, -76.5015200 42.4690520, -76.5011500 42.4684820, -76.5011000 42.4684060, -76.5005970 42.4675710, -76.5005400 42.4674680)",
2788,2788,0,96,1504,-1,-1,3,primary,0,0.490323,72.000000,61.200001,0.408603,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5052540 42.4747280, -76.5052980 42.4747920, -76.5054650 42.4750351, -76.5059100 42.4756830, -76.5063280 42.4763750, -76.5063750 42.4764600, -76.5067250 42.4770860, -76.5068040 42.4772380, -76.5068260 42.4772820, -76.5068420 42.4773140, -76.5073110 42.4781050, -76.5088960 42.4803670, -76.5090220 42.4805730, -76.5091450 42.4807740, -76.5092120 42.4809250, -76.5092440 42.4809970, -76.5093170 42.4811570)",
2789,2789,0,1504,96,-1,-1,3,primary,0,0.490323,72.000000,61.200001,0.408603,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5093170 42.4811570, -76.5092440 42.4809970, -76.5092120 42.4809250, -76.5091450 42.4807740, -76.5090220 42.4805730, -76.5088960 42.4803670, -76.5073110 42.4781050, -76.5068420 42.4773140, -76.5068260 42.4772820, -76.5068040 42.4772380, -76.5067250 42.4770860, -76.5063750 42.4764600, -76.5063280 42.4763750, -76.5059100 42.4756830, -76.5054650 42.4750351, -76.5052980 42.4747920, -76.5052540 42.4747280)",
2790,2790,0,473,1505,-1,-1,15,unclassified,0,0.159851,48.000000,40.799999,0.199814,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5252130 42.4362670, -76.5246150 42.4362750, -76.5237260 42.4363000, -76.5232230 42.4363200, -76.5231080 42.4363310, -76.5230050 42.4363550, -76.5229210 42.4363870, -76.5225710 42.4365410, -76.5222240 42.4367030)",
