  density,   flow,      speed,      queue
   0.00000,  23.28027,  60.00431,   0.00000
  -0.00000,  27.14969,  60.00389,   0.00000
  -0.00000,  25.97670,  60.00419,   0.00000
  -0.00000,  22.88081,  60.00511,  -0.00000
  -0.00000,  22.35452,  60.00554,  -0.00000
  -0.00000,  24.66199,  60.00545,  -0.00000
  -0.00000,  28.48378,  60.00476,  -0.00000
   0.00000,  33.01075,  60.00434,  -0.00000
   0.00000,  33.86752,  60.00456,  -0.00000
   0.00000,  33.65369,  60.00540,  -0.00000
   0.00000,  35.98077,  60.00589,  -0.00000
   0.00000,  38.61584,  60.00553,  -0.00000
   0.00000,  40.15333,  60.00450,  -0.00000
   0.00000,  33.20907,  60.00405,  -0.00000
   0.00000,  25.60267,  60.00486,  -0.00000
   0.00000,  16.59417,  60.00699,  -0.00000
   0.00000,  10.09250,  60.00973,  -0.00000
   0.00000,  12.82651,  60.01108,  -0.00000
   0.00000,  20.82833,  60.01094,  -0.00000
   0.00000,  27.83517,  60.01012,  -0.00000
   0.00000,  29.92402,  60.00920,  -0.00000
   0.00000,  26.27299,  60.00894,  -0.00000
   0.00000,  19.24105,  60.00919,  -0.00000
   0.00000,  16.01133,  60.00923,  -0.00000
   0.00000,  17.19589,  60.00852,  -0.00000
   0.00000,  16.78933,  60.00812,  -0.00000
   0.00000,  18.03751,  60.00751,  -0.00000
   0.00000,  15.67230,  60.00769,  -0.00000
  -0.00000,  12.17432,  60.00802,  -0.00000
  -0.00000,  10.83676,  60.00813,  -0.00000
  -0.00000,  12.22258,  60.00734,  -0.00000
   0.00000,  10.58690,  60.00573,  -0.00000
