name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Albany Street,3913,677344820,1522,1263,1,194.06,1,40,1200,tertiary,5,"LINESTRING (-76.5016740 42.4385500, -76.5016705 42.4384786, -76.5015922 42.4368812, -76.5015893 42.4368034)",auto,1,0,,
East King Road,3914,677344823,1756,1757,1,119.44,2,40,1200,tertiary,5,"LINESTRING (-76.5016450 42.4077780, -76.5024160 42.4078981, -76.5027200 42.4079318, -76.5030735 42.4079647)",auto,1,0,,
East King Road,3915,677344823,1757,1756,1,119.44,2,40,1200,tertiary,5,"LINESTRING (-76.5030735 42.4079647, -76.5027200 42.4079318, -76.5024160 42.4078981, -76.5016450 42.4077780)",auto,1,0,,
Kings Way,3916,677344824,1749,831,1,100.47,1,30,1000,residential,6,"LINESTRING (-76.5030570 42.4073178, -76.5018360 42.4073120)",auto,1,0,,
Kings Way,3917,677344824,831,1749,1,100.47,1,30,1000,residential,6,"LINESTRING (-76.5018360 42.4073120, -76.5030570 42.4073178)",auto,1,0,,
Danby Road,3918,677344825,1757,1749,1,71.84,2,60,1600,secondary,4,"LINESTRING (-76.5030735 42.4079647, -76.5030570 42.4073178)",auto,1,0,,
Danby Road,3919,677344825,1749,1757,1,71.84,2,60,1600,secondary,4,"LINESTRING (-76.5030570 42.4073178, -76.5030735 42.4079647)",auto,1,0,,
Danby Road,3920,677344826,1694,1757,1,299.83,2,60,1600,secondary,4,"LINESTRING (-76.5029640 42.4106636, -76.5029748 42.4105245, -76.5029911 42.4103156, -76.5029922 42.4103015, -76.5030045 42.4098849, -76.5030203 42.4093536, -76.5030342 42.4088850, -76.5030735 42.4079647)",auto,1,0,,
Danby Road,3921,677344826,1757,1694,1,299.83,2,60,1600,secondary,4,"LINESTRING (-76.5030735 42.4079647, -76.5030342 42.4088850, -76.5030203 42.4093536, -76.5030045 42.4098849, -76.5029922 42.4103015, -76.5029911 42.4103156, -76.5029748 42.4105245, -76.5029640 42.4106636)",auto,1,0,,
,3922,677344827,472,624,1,9.78,1,30,800,unclassified,15,"LINESTRING (-76.4997312 42.4214246, -76.4996266 42.4213827)",auto,0,0,,
Danby Road,3923,677344828,470,471,1,13.94,2,60,1600,secondary,4,"LINESTRING (-76.5010150 42.4218260, -76.5010368 42.4217596, -76.5010550 42.4217040)",auto,1,0,,
Danby Road,3924,677344828,471,470,1,13.94,2,60,1600,secondary,4,"LINESTRING (-76.5010550 42.4217040, -76.5010368 42.4217596, -76.5010150 42.4218260)",auto,1,0,,
South Aurora Street,3925,677344829,1255,1758,1,31.57,1,40,1200,tertiary,5,"LINESTRING (-76.4954549 42.4392424, -76.4953046 42.4389808)",auto,1,0,,
South Aurora Street,3926,677344829,1758,1255,1,31.57,1,40,1200,tertiary,5,"LINESTRING (-76.4953046 42.4389808, -76.4954549 42.4392424)",auto,1,0,,
East State Street,3927,677344830,1438,825,1,25.99,2,40,1200,tertiary,5,"LINESTRING (-76.4953285 42.4396153, -76.4955296 42.4396375, -76.4956414 42.4396480)",auto,1,0,,
East State Street,3928,677344830,825,1438,1,25.99,2,40,1200,tertiary,5,"LINESTRING (-76.4956414 42.4396480, -76.4955296 42.4396375, -76.4953285 42.4396153)",auto,1,0,,
Ellis Hollow Road,3929,677344831,1759,1196,1,259.71,1,72,1200,tertiary,5,"LINESTRING (-76.4281140 42.4307730, -76.4282610 42.4307890, -76.4287570 42.4308190, -76.4289962 42.4308138, -76.4302545 42.4307864, -76.4306416 42.4307780, -76.4309180 42.4307720, -76.4311387 42.4307676, -76.4312670 42.4307650)",auto,1,0,,
Ellis Hollow Road,3930,677344831,1196,1759,1,259.71,1,72,1200,tertiary,5,"LINESTRING (-76.4312670 42.4307650, -76.4311387 42.4307676, -76.4309180 42.4307720, -76.4306416 42.4307780, -76.4302545 42.4307864, -76.4289962 42.4308138, -76.4287570 42.4308190, -76.4282610 42.4307890, -76.4281140 42.4307730)",auto,1,0,,
Ellis Hollow Road,3931,677344831,1196,64,1,622.75,1,72,1200,tertiary,5,"LINESTRING (-76.4312670 42.4307650, -76.4327670 42.4307370, -76.4332680 42.4307310, -76.4338040 42.4307650, -76.4352430 42.4309580, -76.4363886 42.4311419, -76.4369206 42.4312273, -76.4381756 42.4314288, -76.4387310 42.4315180)",auto,1,0,,
Ellis Hollow Road,3932,677344831,64,1196,1,622.75,1,72,1200,tertiary,5,"LINESTRING (-76.4387310 42.4315180, -76.4381756 42.4314288, -76.4369206 42.4312273, -76.4363886 42.4311419, -76.4352430 42.4309580, -76.4338040 42.4307650, -76.4332680 42.4307310, -76.4327670 42.4307370, -76.4312670 42.4307650)",auto,1,0,,
Ellis Hollow Road,3933,677344831,64,21,1,247.65,1,72,1200,tertiary,5,"LINESTRING (-76.4387310 42.4315180, -76.4389130 42.4315470, -76.4391460 42.4315850, -76.4393043 42.4316118, -76.4401849 42.4317608, -76.4408120 42.4318670, -76.4416670 42.4320120)",auto,1,0,,
Ellis Hollow Road,3934,677344831,21,64,1,247.65,1,72,1200,tertiary,5,"LINESTRING (-76.4416670 42.4320120, -76.4408120 42.4318670, -76.4401849 42.4317608, -76.4393043 42.4316118, -76.4391460 42.4315850, -76.4389130 42.4315470, -76.4387310 42.4315180)",auto,1,0,,
Ellis Hollow Road,3935,677344831,21,1228,1,64.96,1,72,1200,tertiary,5,"LINESTRING (-76.4416670 42.4320120, -76.4424370 42.4321420)",auto,1,0,,
Ellis Hollow Road,3936,677344831,1228,21,1,64.96,1,72,1200,tertiary,5,"LINESTRING (-76.4424370 42.4321420, -76.4416670 42.4320120)",auto,1,0,,
Ellis Hollow Road,3937,677344831,1228,899,1,379.83,1,72,1200,tertiary,5,"LINESTRING (-76.4424370 42.4321420, -76.4429253 42.4322204, -76.4463670 42.4327730, -76.4469480 42.4328730)",auto,1,0,,
Ellis Hollow Road,3938,677344831,899,1228,1,379.83,1,72,1200,tertiary,5,"LINESTRING (-76.4469480 42.4328730, -76.4463670 42.4327730, -76.4429253 42.4322204, -76.4424370 42.4321420)",auto,1,0,,
Ellis Hollow Road,3939,677344831,899,1760,1,122.52,1,72,1200,tertiary,5,"LINESTRING (-76.4469480 42.4328730, -76.4479270 42.4330460, -76.4483926 42.4331415)",auto,1,0,,
Ellis Hollow Road,3940,677344831,1760,899,1,122.52,1,72,1200,tertiary,5,"LINESTRING (-76.4483926 42.4331415, -76.4479270 42.4330460, -76.4469480 42.4328730)",auto,1,0,,
Dryden Road,3941,677344832,1761,1677,1,634.56,3,72,1800,primary,3,"LINESTRING (-76.4273841 42.4603469, -76.4275743 42.4602723, -76.4283552 42.4599863, -76.4303101 42.4593008, -76.4303604 42.4592832, -76.4320135 42.4587055, -76.4327021 42.4584580, -76.4330975 42.4582756, -76.4334546 42.4580698, -76.4338074 42.4578082, -76.4340811 42.4575904)",auto,1,0,,
Dryden Road,3942,677344832,1677,1761,1,634.56,3,72,1800,primary,3,"LINESTRING (-76.4340811 42.4575904, -76.4338074 42.4578082, -76.4334546 42.4580698, -76.4330975 42.4582756, -76.4327021 42.4584580, -76.4320135 42.4587055, -76.4303604 42.4592832, -76.4303101 42.4593008, -76.4283552 42.4599863, -76.4275743 42.4602723, -76.4273841 42.4603469)",auto,1,0,,
Slaterville Road,3943,677344836,1731,1484,1,1744.31,1,72,2200,trunk,2,"LINESTRING (-76.4472512 42.4138398, -76.4468420 42.4136120, -76.4460590 42.4131850, -76.4456540 42.4129780, -76.4455595 42.4129297, -76.4451530 42.4127220, -76.4441170 42.4121920, -76.4429510 42.4116550, -76.4424620 42.4114296, -76.4415580 42.4110130, -76.4407320 42.4106850, -76.4401470 42.4105040, -76.4395220 42.4102910, -76.4391035 42.4101060, -76.4390560 42.4100850, -76.4383100 42.4097250, -76.4376846 42.4094187, -76.4363369 42.4087587, -76.4345530 42.4078850, -76.4319430 42.4066300, -76.4294330 42.4053650)",auto,1,0,,
Slaterville Road,3944,677344836,1484,1731,1,1744.31,1,72,2200,trunk,2,"LINESTRING (-76.4294330 42.4053650, -76.4319430 42.4066300, -76.4345530 42.4078850, -76.4363369 42.4087587, -76.4376846 42.4094187, -76.4383100 42.4097250, -76.4390560 42.4100850, -76.4391035 42.4101060, -76.4395220 42.4102910, -76.4401470 42.4105040, -76.4407320 42.4106850, -76.4415580 42.4110130, -76.4424620 42.4114296, -76.4429510 42.4116550, -76.4441170 42.4121920, -76.4451530 42.4127220, -76.4455595 42.4129297, -76.4456540 42.4129780, -76.4460590 42.4131850, -76.4468420 42.4136120, -76.4472512 42.4138398)",auto,1,0,,
Slaterville Road,3945,677344836,1484,1762,1,564.93,1,72,2200,trunk,2,"LINESTRING (-76.4294330 42.4053650, -76.4275010 42.4044210, -76.4247947 42.4031113, -76.4244160 42.4029280, -76.4236795 42.4025898)",auto,1,0,,
Slaterville Road,3946,677344836,1762,1484,1,564.93,1,72,2200,trunk,2,"LINESTRING (-76.4236795 42.4025898, -76.4244160 42.4029280, -76.4247947 42.4031113, -76.4275010 42.4044210, -76.4294330 42.4053650)",auto,1,0,,
Snyder Hill Road,3947,677344837,919,353,1,336.43,1,64,800,unclassified,15,"LINESTRING (-76.4552336 42.4262276, -76.4538800 42.4252300, -76.4537440 42.4251240, -76.4529300 42.4245580, -76.4526930 42.4244250, -76.4524390 42.4243120, -76.4521910 42.4242275)",auto,1,0,,
Snyder Hill Road,3948,677344837,353,919,1,336.43,1,64,800,unclassified,15,"LINESTRING (-76.4521910 42.4242275, -76.4524390 42.4243120, -76.4526930 42.4244250, -76.4529300 42.4245580, -76.4537440 42.4251240, -76.4538800 42.4252300, -76.4552336 42.4262276)",auto,1,0,,
Snyder Hill Road,3949,677344837,353,1001,1,104.66,1,64,800,unclassified,15,"LINESTRING (-76.4521910 42.4242275, -76.4518274 42.4241302, -76.4509926 42.4239110)",auto,1,0,,
Snyder Hill Road,3950,677344837,1001,353,1,104.66,1,64,800,unclassified,15,"LINESTRING (-76.4509926 42.4239110, -76.4518274 42.4241302, -76.4521910 42.4242275)",auto,1,0,,
Snyder Hill Road,3951,677344837,1001,998,1,220.65,1,64,800,unclassified,15,"LINESTRING (-76.4509926 42.4239110, -76.4497820 42.4236020, -76.4484579 42.4232611)",auto,1,0,,
Snyder Hill Road,3952,677344837,998,1001,1,220.65,1,64,800,unclassified,15,"LINESTRING (-76.4484579 42.4232611, -76.4497820 42.4236020, -76.4509926 42.4239110)",auto,1,0,,
Snyder Hill Road,3953,677344837,998,886,1,14.98,1,64,800,unclassified,15,"LINESTRING (-76.4484579 42.4232611, -76.4482863 42.4232161)",auto,1,0,,
Snyder Hill Road,3954,677344837,886,998,1,14.98,1,64,800,unclassified,15,"LINESTRING (-76.4482863 42.4232161, -76.4484579 42.4232611)",auto,1,0,,
Joanne Drive,3955,677344838,892,918,1,110.55,1,48,800,unclassified,15,"LINESTRING (-76.4565672 42.4249473, -76.4566151 42.4256963, -76.4566111 42.4257931, -76.4566022 42.4258540, -76.4565830 42.4259405)",auto,1,0,,
Joanne Drive,3956,677344838,918,892,1,110.55,1,48,800,unclassified,15,"LINESTRING (-76.4565830 42.4259405, -76.4566022 42.4258540, -76.4566111 42.4257931, -76.4566151 42.4256963, -76.4565672 42.4249473)",auto,1,0,,
Regency Lane,3957,677344839,1763,918,1,44.43,1,48,1000,residential,6,"LINESTRING (-76.4571227 42.4259263, -76.4565830 42.4259405)",auto,1,0,,
Regency Lane,3958,677344839,918,1763,1,44.43,1,48,1000,residential,6,"LINESTRING (-76.4565830 42.4259405, -76.4571227 42.4259263)",auto,1,0,,
Snyder Hill Road,3959,677344840,1764,5,1,351.4,1,64,800,unclassified,15,"LINESTRING (-76.4627639 42.4313312, -76.4626838 42.4313374, -76.4625302 42.4313493, -76.4624598 42.4313413, -76.4624018 42.4313230, -76.4623539 42.4312973, -76.4619599 42.4310306, -76.4617572 42.4308934, -76.4614011 42.4306524, -76.4607165 42.4301817, -76.4595374 42.4293598)",auto,1,0,,
Snyder Hill Road,3960,677344840,5,1764,1,351.4,1,64,800,unclassified,15,"LINESTRING (-76.4595374 42.4293598, -76.4607165 42.4301817, -76.4614011 42.4306524, -76.4617572 42.4308934, -76.4619599 42.4310306, -76.4623539 42.4312973, -76.4624018 42.4313230, -76.4624598 42.4313413, -76.4625302 42.4313493, -76.4626838 42.4313374, -76.4627639 42.4313312)",auto,1,0,,
Snyder Hill Road,3961,677344840,5,919,1,496.29,1,64,800,unclassified,15,"LINESTRING (-76.4595374 42.4293598, -76.4589710 42.4289390, -76.4581448 42.4283359, -76.4577530 42.4280499, -76.4574490 42.4278280, -76.4552336 42.4262276)",auto,1,0,,
Snyder Hill Road,3962,677344840,919,5,1,496.29,1,64,800,unclassified,15,"LINESTRING (-76.4552336 42.4262276, -76.4574490 42.4278280, -76.4577530 42.4280499, -76.4581448 42.4283359, -76.4589710 42.4289390, -76.4595374 42.4293598)",auto,1,0,,
Pine Tree Road,3963,677344841,423,1764,1,182.42,1,56,1200,tertiary,5,"LINESTRING (-76.4624914 42.4297008, -76.4625029 42.4297709, -76.4627639 42.4313312)",auto,1,0,,
Pine Tree Road,3964,677344841,1764,423,1,182.42,1,56,1200,tertiary,5,"LINESTRING (-76.4627639 42.4313312, -76.4625029 42.4297709, -76.4624914 42.4297008)",auto,1,0,,
Pine Tree Road,3965,677344842,1764,1491,1,402.43,1,56,1200,tertiary,5,"LINESTRING (-76.4627639 42.4313312, -76.4628319 42.4318148, -76.4631160 42.4336450, -76.4631959 42.4342041, -76.4632152 42.4343363, -76.4632458 42.4344872, -76.4632799 42.4346380, -76.4633327 42.4347792, -76.4633644 42.4348485, -76.4634046 42.4349178)",auto,1,0,,
Pine Tree Road,3966,677344842,1491,1764,1,402.43,1,56,1200,tertiary,5,"LINESTRING (-76.4634046 42.4349178, -76.4633644 42.4348485, -76.4633327 42.4347792, -76.4632799 42.4346380, -76.4632458 42.4344872, -76.4632152 42.4343363, -76.4631959 42.4342041, -76.4631160 42.4336450, -76.4628319 42.4318148, -76.4627639 42.4313312)",auto,1,0,,
Slaterville Road,3967,677344843,227,1023,1,255.9,3,72,2200,trunk,2,"LINESTRING (-76.4750824 42.4312890, -76.4746644 42.4310569, -76.4744114 42.4308983, -76.4740261 42.4306460, -76.4727413 42.4297735)",auto,1,0,,
Slaterville Road,3968,677344843,1023,227,1,255.9,3,72,2200,trunk,2,"LINESTRING (-76.4727413 42.4297735, -76.4740261 42.4306460, -76.4744114 42.4308983, -76.4746644 42.4310569, -76.4750824 42.4312890)",auto,1,0,,
Slaterville Road,3969,677344843,1023,1102,1,69.94,3,72,2200,trunk,2,"LINESTRING (-76.4727413 42.4297735, -76.4721252 42.4293394)",auto,1,0,,
Slaterville Road,3970,677344843,1102,1023,1,69.94,3,72,2200,trunk,2,"LINESTRING (-76.4721252 42.4293394, -76.4727413 42.4297735)",auto,1,0,,
Ellis Hollow Road,3971,677344846,1514,1636,1,7.07,1,56,1200,tertiary,5,"LINESTRING (-76.4629610 42.4359210, -76.4628780 42.4359045)",auto,1,0,,
Ellis Hollow Road,3972,677344846,1636,1514,1,7.07,1,56,1200,tertiary,5,"LINESTRING (-76.4628780 42.4359045, -76.4629610 42.4359210)",auto,1,0,,
Campus Road,3973,677427913,224,1627,1,86.22,1,40,1200,tertiary,5,"LINESTRING (-76.4826210 42.4451691, -76.4825166 42.4451745, -76.4820206 42.4452003, -76.4816745 42.4452180, -76.4815751 42.4452231)",auto,1,0,,
Campus Road,3974,677427913,1627,224,1,86.22,1,40,1200,tertiary,5,"LINESTRING (-76.4815751 42.4452231, -76.4816745 42.4452180, -76.4820206 42.4452003, -76.4825166 42.4451745, -76.4826210 42.4451691)",auto,1,0,,
Stewart Avenue,3975,677427914,910,35,1,73.48,2,40,1200,tertiary,5,"LINESTRING (-76.4906760 42.4547780, -76.4906510 42.4548410, -76.4906300 42.4549360, -76.4906050 42.4551300, -76.4906170 42.4552150, -76.4906360 42.4552690, -76.4907180 42.4554210)",auto,1,0,,
Stewart Avenue,3976,677427914,35,910,1,73.48,2,40,1200,tertiary,5,"LINESTRING (-76.4907180 42.4554210, -76.4906360 42.4552690, -76.4906170 42.4552150, -76.4906050 42.4551300, -76.4906300 42.4549360, -76.4906510 42.4548410, -76.4906760 42.4547780)",auto,1,0,,
Stewart Avenue,3977,677427914,35,1077,1,92.56,2,40,1200,tertiary,5,"LINESTRING (-76.4907180 42.4554210, -76.4908100 42.4555770, -76.4909040 42.4557650, -76.4909150 42.4558150, -76.4909190 42.4558640, -76.4909050 42.4559590, -76.4908890 42.4560040, -76.4908300 42.4561040, -76.4907500 42.4561990)",auto,1,0,,
Stewart Avenue,3978,677427914,1077,35,1,92.56,2,40,1200,tertiary,5,"LINESTRING (-76.4907500 42.4561990, -76.4908300 42.4561040, -76.4908890 42.4560040, -76.4909050 42.4559590, -76.4909190 42.4558640, -76.4909150 42.4558150, -76.4909040 42.4557650, -76.4908100 42.4555770, -76.4907180 42.4554210)",auto,1,0,,
Fall Creek Drive,3979,677427915,895,908,1,138.47,1,30,1000,residential,6,"LINESTRING (-76.4881640 42.4527660, -76.4886070 42.4527150, -76.4887560 42.4527040, -76.4888470 42.4527030, -76.4890030 42.4527100, -76.4891050 42.4527310, -76.4891710 42.4527530, -76.4893200 42.4528230, -76.4893900 42.4528490, -76.4894480 42.4528620, -76.4895060 42.4528700, -76.4895670 42.4528650, -76.4896270 42.4528550, -76.4896800 42.4528320, -76.4897685 42.4527948)",auto,1,0,,
Fall Creek Drive,3980,677427915,908,895,1,138.47,1,30,1000,residential,6,"LINESTRING (-76.4897685 42.4527948, -76.4896800 42.4528320, -76.4896270 42.4528550, -76.4895670 42.4528650, -76.4895060 42.4528700, -76.4894480 42.4528620, -76.4893900 42.4528490, -76.4893200 42.4528230, -76.4891710 42.4527530, -76.4891050 42.4527310, -76.4890030 42.4527100, -76.4888470 42.4527030, -76.4887560 42.4527040, -76.4886070 42.4527150, -76.4881640 42.4527660)",auto,1,0,,
Northcross Road,3981,677427916,131,1765,1,114.35,1,48,1000,residential,6,"LINESTRING (-76.4785892 42.4555379, -76.4783581 42.4554974, -76.4780165 42.4554559, -76.4779056 42.4554374, -76.4777245 42.4554187, -76.4773981 42.4553716, -76.4773049 42.4553560, -76.4772629 42.4553454, -76.4772276 42.4553348)",auto,1,0,,
Northcross Road,3982,677427916,1765,131,1,114.35,1,48,1000,residential,6,"LINESTRING (-76.4772276 42.4553348, -76.4772629 42.4553454, -76.4773049 42.4553560, -76.4773981 42.4553716, -76.4777245 42.4554187, -76.4779056 42.4554374, -76.4780165 42.4554559, -76.4783581 42.4554974, -76.4785892 42.4555379)",auto,1,0,,
Triphammer Road,3983,677427920,1738,217,1,136.39,1,48,1200,tertiary,5,"LINESTRING (-76.4808007 42.4551344, -76.4808204 42.4552199, -76.4809757 42.4555756, -76.4810122 42.4556644, -76.4812938 42.4563063)",auto,1,0,,
Triphammer Road,3984,677427920,217,1738,1,136.39,1,48,1200,tertiary,5,"LINESTRING (-76.4812938 42.4563063, -76.4810122 42.4556644, -76.4809757 42.4555756, -76.4808204 42.4552199, -76.4808007 42.4551344)",auto,1,0,,
University Avenue,3985,677427921,1476,1753,1,168.75,1,48,1200,tertiary,5,"LINESTRING (-76.4903491 42.4492908, -76.4902600 42.4492865, -76.4899487 42.4492713, -76.4895180 42.4492630, -76.4893805 42.4492627, -76.4891665 42.4492631, -76.4890055 42.4492662, -76.4888383 42.4492745, -76.4884447 42.4493082, -76.4883900 42.4493134, -76.4883020 42.4493200)",auto,1,0,,
University Avenue,3986,677427921,1753,1476,1,168.75,1,48,1200,tertiary,5,"LINESTRING (-76.4883020 42.4493200, -76.4883900 42.4493134, -76.4884447 42.4493082, -76.4888383 42.4492745, -76.4890055 42.4492662, -76.4891665 42.4492631, -76.4893805 42.4492627, -76.4895180 42.4492630, -76.4899487 42.4492713, -76.4902600 42.4492865, -76.4903491 42.4492908)",auto,1,0,,
Stewart Avenue,3987,677427922,1393,903,1,85.93,2,40,1200,tertiary,5,"LINESTRING (-76.4895357 42.4450550, -76.4898096 42.4453672, -76.4898955 42.4454935, -76.4899426 42.4455951, -76.4899910 42.4457436)",auto,1,0,,
Stewart Avenue,3988,677427922,903,1393,1,85.93,2,40,1200,tertiary,5,"LINESTRING (-76.4899910 42.4457436, -76.4899426 42.4455951, -76.4898955 42.4454935, -76.4898096 42.4453672, -76.4895357 42.4450550)",auto,1,0,,
Stewart Avenue,3989,677427922,903,839,1,53.56,2,40,1200,tertiary,5,"LINESTRING (-76.4899910 42.4457436, -76.4901419 42.4461857, -76.4901538 42.4462105)",auto,1,0,,
Stewart Avenue,3990,677427922,839,903,1,53.56,2,40,1200,tertiary,5,"LINESTRING (-76.4901538 42.4462105, -76.4901419 42.4461857, -76.4899910 42.4457436)",auto,1,0,,
Stewart Avenue,3991,677427922,839,1476,1,343.13,2,40,1200,tertiary,5,"LINESTRING (-76.4901538 42.4462105, -76.4902420 42.4464784, -76.4902558 42.4465503, -76.4902691 42.4466505, -76.4902957 42.4473579, -76.4903283 42.4482242, -76.4903304 42.4484341, -76.4903332 42.4485044, -76.4903419 42.4486878, -76.4903528 42.4490090, -76.4903500 42.4492262, -76.4903491 42.4492908)",auto,1,0,,
Stewart Avenue,3992,677427922,1476,839,1,343.13,2,40,1200,tertiary,5,"LINESTRING (-76.4903491 42.4492908, -76.4903500 42.4492262, -76.4903528 42.4490090, -76.4903419 42.4486878, -76.4903332 42.4485044, -76.4903304 42.4484341, -76.4903283 42.4482242, -76.4902957 42.4473579, -76.4902691 42.4466505, -76.4902558 42.4465503, -76.4902420 42.4464784, -76.4901538 42.4462105)",auto,1,0,,
Stewart Avenue,3993,677427923,1388,1393,1,39.28,2,40,1200,tertiary,5,"LINESTRING (-76.4893668 42.4447325, -76.4893652 42.4447723, -76.4893698 42.4448116, -76.4893817 42.4448513, -76.4893953 42.4448768, -76.4894521 42.4449546, -76.4895357 42.4450550)",auto,1,0,,
Stewart Avenue,3994,677427923,1393,1388,1,39.28,2,40,1200,tertiary,5,"LINESTRING (-76.4895357 42.4450550, -76.4894521 42.4449546, -76.4893953 42.4448768, -76.4893817 42.4448513, -76.4893698 42.4448116, -76.4893652 42.4447723, -76.4893668 42.4447325)",auto,1,0,,
,3995,677427925,1462,1461,1,9.04,1,30,800,unclassified,15,"LINESTRING (-76.4627796 42.4386370, -76.4626697 42.4386384)",auto,1,0,,
,3996,677427925,1461,1462,1,9.04,1,30,800,unclassified,15,"LINESTRING (-76.4626697 42.4386384, -76.4627796 42.4386370)",auto,1,0,,
,3997,677427926,1460,1462,1,31.84,1,30,800,unclassified,15,"LINESTRING (-76.4631666 42.4386287, -76.4629078 42.4386342, -76.4627796 42.4386370)",auto,1,0,,
,3998,677427926,1462,1460,1,31.84,1,30,800,unclassified,15,"LINESTRING (-76.4627796 42.4386370, -76.4629078 42.4386342, -76.4631666 42.4386287)",auto,1,0,,
Pine Tree Road,3999,677427935,1679,1682,1,148.64,1,40,1200,tertiary,5,"LINESTRING (-76.4663330 42.4400799, -76.4662027 42.4398553, -76.4661260 42.4396500, -76.4658781 42.4391126, -76.4657414 42.4388161)",auto,1,0,,
Pine Tree Road,4000,677427935,1682,1679,1,148.64,1,40,1200,tertiary,5,"LINESTRING (-76.4657414 42.4388161, -76.4658781 42.4391126, -76.4661260 42.4396500, -76.4662027 42.4398553, -76.4663330 42.4400799)",auto,1,0,,
Spencer Road,4001,689401966,151,1766,1,165.27,1,30,800,unclassified,15,"LINESTRING (-76.5076624 42.4264539, -76.5068300 42.4268960, -76.5063280 42.4271910, -76.5061557 42.4272976, -76.5060628 42.4273535)",auto,1,0,,
Spencer Road,4002,689401966,1766,151,1,165.27,1,30,800,unclassified,15,"LINESTRING (-76.5060628 42.4273535, -76.5061557 42.4272976, -76.5063280 42.4271910, -76.5068300 42.4268960, -76.5076624 42.4264539)",auto,1,0,,
Mann Drive,4003,704291003,46,101,1,61.01,1,30,1000,residential,6,"LINESTRING (-76.4743883 42.4485318, -76.4743904 42.4481571, -76.4743921 42.4480272, -76.4744158 42.4479859)",auto,0,0,,
Nancy Street,4004,704294578,1767,1099,1,16.36,1,30,1000,residential,6,"LINESTRING (-76.4497397 42.4214064, -76.4497308 42.4214372, -76.4496968 42.4215503)",auto,1,0,,
Nancy Street,4005,704294578,1099,1767,1,16.36,1,30,1000,residential,6,"LINESTRING (-76.4496968 42.4215503, -76.4497308 42.4214372, -76.4497397 42.4214064)",auto,1,0,,
Textor Circle,4006,720354844,1768,1543,1,67.62,1,30,1000,residential,6,"LINESTRING (-76.4962345 42.4222196, -76.4961655 42.4222593, -76.4961085 42.4222920, -76.4959177 42.4223832, -76.4958057 42.4224416, -76.4957137 42.4225166, -76.4956611 42.4226299)",auto,1,0,,
Textor Circle,4007,720354844,1543,1768,1,67.62,1,30,1000,residential,6,"LINESTRING (-76.4956611 42.4226299, -76.4957137 42.4225166, -76.4958057 42.4224416, -76.4959177 42.4223832, -76.4961085 42.4222920, -76.4961655 42.4222593, -76.4962345 42.4222196)",auto,1,0,,
Alumni Circle,4008,720354870,1769,301,1,7.37,1,30,1000,residential,6,"LINESTRING (-76.4984600 42.4214703, -76.4984877 42.4214786, -76.4985100 42.4214934, -76.4985242 42.4215128)",auto,1,0,,
Alumni Circle,4009,720354870,301,1769,1,7.37,1,30,1000,residential,6,"LINESTRING (-76.4985242 42.4215128, -76.4985100 42.4214934, -76.4984877 42.4214786, -76.4984600 42.4214703)",auto,1,0,,
Alumni Circle,4010,720354870,301,1769,1,37.37,1,30,1000,residential,6,"LINESTRING (-76.4985242 42.4215128, -76.4985287 42.4215329, -76.4985245 42.4215530, -76.4985119 42.4215711, -76.4984924 42.4215854, -76.4984678 42.4215945, -76.4984405 42.4215975, -76.4984134 42.4215940, -76.4983891 42.4215845, -76.4983700 42.4215698, -76.4983581 42.4215515, -76.4983546 42.4215295, -76.4983614 42.4215080, -76.4983777 42.4214895, -76.4984015 42.4214761, -76.4984301 42.4214694, -76.4984600 42.4214703)",auto,1,0,,
Alumni Circle,4011,720354870,1769,301,1,37.37,1,30,1000,residential,6,"LINESTRING (-76.4984600 42.4214703, -76.4984301 42.4214694, -76.4984015 42.4214761, -76.4983777 42.4214895, -76.4983614 42.4215080, -76.4983546 42.4215295, -76.4983581 42.4215515, -76.4983700 42.4215698, -76.4983891 42.4215845, -76.4984134 42.4215940, -76.4984405 42.4215975, -76.4984678 42.4215945, -76.4984924 42.4215854, -76.4985119 42.4215711, -76.4985245 42.4215530, -76.4985287 42.4215329, -76.4985242 42.4215128)",auto,1,0,,
East Pointe Drive,4012,738059257,1770,1771,1,30.22,1,16,1000,residential,6,"LINESTRING (-76.4715940 42.4899646, -76.4715891 42.4898941, -76.4715752 42.4896928)",auto,1,0,,
East Pointe Drive,4013,738059257,1771,1770,1,30.22,1,16,1000,residential,6,"LINESTRING (-76.4715752 42.4896928, -76.4715891 42.4898941, -76.4715940 42.4899646)",auto,1,0,,
East Pointe Drive,4014,738059257,1771,1771,1,678.44,1,16,1000,residential,6,"LINESTRING (-76.4715752 42.4896928, -76.4744351 42.4896318, -76.4745671 42.4896290, -76.4747494 42.4895735, -76.4748117 42.4894585, -76.4747966 42.4892727, -76.4747623 42.4890870, -76.4745276 42.4889086, -76.4742627 42.4888346, -76.4738797 42.4887759, -76.4717978 42.4888376, -76.4716779 42.4888621, -76.4715848 42.4889299, -76.4715266 42.4890326, -76.4715752 42.4896928)",auto,1,0,,
